fecha,ticket,descripcion,articulo,cantidad,precio,total,margen
1/7/2025 10:07,25920008,GALL.OREO RODILLO 154G                            ,011351,1.0,1.6,1.6,29.187499999999773
1/7/2025 10:07,25920008,MINI BISCOTE MINIGRILL NOR.120G                   ,024418,1.0,1.14,1.14,27.92982456140376
1/7/2025 10:09,25920009,REFRESCO SOLEIO NARAN.LATA 33CL                   ,070602,1.0,0.4,0.4,15.29999999999994
1/7/2025 10:09,25920009,VARIOS                                            ,[01],1.0,0.8,0.8,24.37499999999996
1/7/2025 10:14,25920010,AQUARIUS LATA 33CL                                ,030506,1.0,0.95,0.95,15.936842105263182
1/7/2025 10:14,25920010,QUESO GOURMET BCO. UNTAR 150G                     ,221086,1.0,1.1,1.1,23.41818181818197
1/7/2025 10:16,25920011,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 10:17,25920012,ACEITUNA GOURMET GAZPACHADA ,013171,1.0,2.85,2.85,4.28070175438593
1/7/2025 10:17,25920012,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 10:19,25920013,PAN BIMBO ART. 500G                               ,070458,1.0,2.89,2.89,21.35584775086495
1/7/2025 10:20,25920014,AGUA GOURMET MINERAL 33CL                         ,024976,1.0,0.25,0.25,33.99999999999992
1/7/2025 10:20,25920014,AGUA GOURMET MINERAL 33CL                         ,024976,1.0,0.25,0.25,33.99999999999992
1/7/2025 10:20,25920014,AGUA GOURMET MINERAL 33CL                         ,024976,1.0,0.25,0.25,33.99999999999992
1/7/2025 10:20,25920014,PEPSI LATA 33CL                                   ,030309,1.0,0.75,0.75,38.69333333333337
1/7/2025 10:20,25920014,AGUA GOURMET MINERAL 33CL                         ,024976,1.0,0.25,0.25,33.99999999999992
1/7/2025 10:20,25920014,AGUA GOURMET MINERAL 33CL                         ,024976,1.0,0.25,0.25,33.99999999999992
1/7/2025 10:20,25920014,AGUA GOURMET MINERAL 33CL                         ,024976,1.0,0.25,0.25,33.99999999999992
1/7/2025 10:20,25920014,RED BULL LATA 25CL                                ,030500,1.0,1.6,1.6,22.862500000000185
1/7/2025 10:20,25920014,"LIMONADA D.SIMON LIGHT 1,5L                       ",030746,1.0,1.19,1.19,14.588235294117627
1/7/2025 10:20,25920014,BOLSA SUMA 70% 42X53 G/200                        ,212913,1.0,0.1,0.1,39.50000000000003
1/7/2025 10:23,25920015,GALL.TUC ORIG.100G                                ,023920,1.0,1.45,1.45,30.206896551724228
1/7/2025 10:23,25920015,GALL.TUC ORIG.100G                                ,023920,1.0,1.45,1.45,30.206896551724228
1/7/2025 10:29,25920016,MONSTER ULTRA ZERO 500ML                          ,601136,1.0,1.89,1.89,35.978835978835974
1/7/2025 10:29,25920016,AGUA SOLAN DE CABRAS PET 50CL                     ,030840,1.0,0.8,0.8,22.99999999999996
1/7/2025 10:33,25920017,LECHE GOURMET SEMI 1L                             ,020041,1.0,0.99,0.99,12.80808080808082
1/7/2025 10:33,25920017,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 10:33,25920017,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 10:33,25920017,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 10:33,25920017,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 10:35,25920018,AGUA FONT VELLA CART.50CL                         ,030111,1.0,0.69,0.69,45.79710144927533
1/7/2025 10:35,25920018,AGUA FONT VELLA CART.50CL                         ,030111,1.0,0.69,0.69,45.79710144927533
1/7/2025 10:35,25920019,CHICLE ORBIT MENTA FUERTE ,600661,1.0,1.0,1.0,38.399999999999984
1/7/2025 10:37,25920020,PAN DE PICOS NORMAL                               ,601085,1.0,0.8,0.8,44.99999999999997
1/7/2025 10:38,25920021,PATATA GOURMET CHIPS 170G                         ,034390,1.0,1.1,1.1,17.000000000000004
1/7/2025 10:38,25920021,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 10:38,25920021,BEBIDA GOURMET SPORT ,068779,1.0,0.99,0.99,29.1111111111111
1/7/2025 10:38,25920021,* NATILLA DANET CHOCO.P-4                         ,049299,1.0,1.99,1.99,17.12412060301511
1/7/2025 10:38,25920021,PASTA GOURMET FIDEO Nº0 ANGEL ,032792,1.0,0.88,0.88,20.000000000000004
1/7/2025 10:38,25920021,BOLSA SUMA 70% 42X53 G/200                        ,212913,1.0,0.1,0.1,39.50000000000003
1/7/2025 10:40,25920022,"AGUA SOLAN DE CABRAS 1,5L                         ",030037,6.0,0.95,5.7,29.36842105263155
1/7/2025 10:40,25920022,"LIMONADA D.SIMON LIGHT 1,5L                       ",030746,1.0,1.19,1.19,14.588235294117627
1/7/2025 10:40,25920023,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 10:40,25920023,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 10:40,25920023,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 10:58,25920024,BARRA NORMAL                                      ,600049,5.0,0.6,3.0,32.39999999999989
1/7/2025 11:00,25920025,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 11:00,25920025,BARRA CAMPESINA                                   ,600440,1.0,0.7,0.7,37.1428571428571
1/7/2025 11:00,25920025,VARIOS                                            ,[01],1.0,0.8,0.8,24.37499999999996
1/7/2025 11:00,25920025,JAMON NAVIDUL CUR.B/SAL 45G                       ,219100,1.0,1.1,1.1,22.0
1/7/2025 11:05,25920026,MAQUINILLA MICADERM MUJER ,009407,1.0,1.69,1.69,34.13017751479275
1/7/2025 11:13,25920027,"* LECHE ASTURIANA SEMI 1,5L                       ",8000001,1.0,1.72,1.72,10.511627906976535
1/7/2025 11:13,25920027,CROISSANT GOURMET ,077640,1.0,1.85,1.85,9.027027027026932
1/7/2025 11:22,25920028,AGRIO GOURMET LIMON 50CL                          ,046113,1.0,0.79,0.79,55.44303797468353
1/7/2025 11:22,25920028,HELADO GOURMET CONO ,047857,1.0,2.6,2.6,22.999999999999883
1/7/2025 11:23,25920029,PAN DE PICOS NORMAL                               ,601085,1.0,0.8,0.8,44.99999999999997
1/7/2025 11:23,25920029,"* LECHE ASTURIANA ENT.1,5L                        ",8000011,1.0,1.79,1.79,10.525139664804668
1/7/2025 11:23,#PARAMERR#,CERVEZA MAHOU CL.LAT.33CL P-12 4.8º               ,206578,1.0,8.68,8.68,25.9781105990784
1/7/2025 11:23,#PARAMERR#,CERVEZA MAHOU CL.LAT.33CL P-12 4.8º               ,206578,1.0,8.68,8.68,25.9781105990784
1/7/2025 11:23,25920030,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 11:23,25920030,VARIOS                                            ,[01],1.0,0.89,0.89,24.6067415730337
1/7/2025 11:25,25920031,AQUARIUS LATA 33CL                                ,030506,1.0,0.95,0.95,15.936842105263182
1/7/2025 11:25,25920031,VARIOS                                            ,[01],1.0,2.2,2.2,25.0
1/7/2025 11:28,25920032,BERBER.DANI OL-120 63G +65P.                      ,217253,1.0,4.25,4.25,8.11764705882345
1/7/2025 11:28,25920032,PAN DE PICOS NORMAL                               ,601085,1.0,0.8,0.8,44.99999999999997
1/7/2025 11:30,25920033,VARIOS                                            ,[01],1.0,0.8,0.8,24.37499999999996
1/7/2025 11:30,25920033,BEB.ENERG.MONSTER ZERO 50CL                       ,035589,1.0,1.85,1.85,20.205405405405376
1/7/2025 11:30,25920033,"PATATA F.RAVICH APERITIV.100G 1,50E               ",217993,1.0,1.7,1.7,37.364705882353135
1/7/2025 11:40,25920034,"LIMPIAHOGAR MICAL PH NEUTRO 1,5L                  ",078189,1.0,1.45,1.45,21.55862068965541
1/7/2025 11:40,25920034,DISCO MICADERM ,206471,1.0,0.95,0.95,24.8526315789474
1/7/2025 11:40,25920034,SERVILL.FOXY HAPPY HOUR 33X33 50U                 ,219123,1.0,0.99,0.99,8.333333333333313
1/7/2025 11:43,25920035,PAN GOURMET RALL.500G                             ,034541,1.0,1.1,1.1,32.87272727272742
1/7/2025 11:50,#PARAMERR#,BARRA NORMAL                                      ,600049,5.0,0.6,3.0,32.39999999999989
1/7/2025 11:54,25920037,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 11:54,25920037,BOLSA SUMA 70% 42X53 G/200                        ,212913,1.0,0.1,0.1,39.50000000000003
1/7/2025 11:55,25920038,LOMO GOURMET ,071910,1.0,2.35,2.35,8.723404255319297
1/7/2025 11:59,25920039,PAN DE PICOS NORMAL                               ,601085,1.0,0.8,0.8,44.99999999999997
1/7/2025 11:59,25920039,HIELO CUBITOS BOLSA 2K                            ,600001,1.0,1.0,1.0,28.499999999999982
1/7/2025 11:59,25920039,FANTA NARAN.PET 2L                                ,006251,1.0,1.95,1.95,19.953846153845937
1/7/2025 11:59,25920039,BOLSA SUMA 70% 42X53 G/200                        ,212913,1.0,0.1,0.1,39.50000000000003
1/7/2025 12:01,25920040,ALMENDRA GOURMET TOST.125G                        ,026520,1.0,1.99,1.99,28.140703517587973
1/7/2025 12:01,25920040,COCTEL F.RAVICH ORIENTAL 120G                     ,064493,1.0,1.65,1.65,20.413333333333338
1/7/2025 12:01,25920040,PISTACHO GOURMET TOST.125G                        ,026526,1.0,2.15,2.15,15.581395348837017
1/7/2025 12:02,25920041,BERLINAS AZUCAR H.JUAN 3+1                        ,600076,1.0,1.0,1.0,19.69999999999999
1/7/2025 12:02,25920041,VARIOS                                            ,[01],1.0,0.6,0.6,24.83333333333327
1/7/2025 12:05,25920042,GALL.CUETARA STDO.210G                            ,083476,1.0,4.4,4.4,20.25
1/7/2025 12:05,25920042,VARIOS                                            ,[01],1.0,0.8,0.8,24.37499999999996
1/7/2025 12:05,25920042,AQUARIUS NARAN.LATA 33CL                          ,030577,1.0,0.95,0.95,15.936842105263182
1/7/2025 12:05,25920042,CONGUITOS PANOPLIA 18G                            ,601076,1.0,0.5,0.5,42.80000000000005
1/7/2025 12:06,25920043,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:10,25920044,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:11,25920045,PEPINILLO GOURMET MEDIANO 180G                    ,212166,1.0,1.25,1.25,17.28000000000027
1/7/2025 12:11,25920045,ESPARRAGO GOURMET EXT.FCO.9/12 ,083229,1.0,1.75,1.75,10.742857142857092
1/7/2025 12:11,25920045,BAGUETTE SEMILLA                                  ,600061,1.0,0.9,0.9,26.666666666666654
1/7/2025 12:11,25920045,PAN DULCESOL BURG. BRIOCHE 4U                     ,213228,1.0,1.9,1.9,27.63157894736853
1/7/2025 12:11,25920045,Y.DANONE SABOR FRESA P-4                          ,049762,1.0,1.0,1.0,14.37680000000004
1/7/2025 12:11,25920045,Y.DANONE NAT.P-4                                  ,049752,1.0,1.0,1.0,15.39600000000004
1/7/2025 12:13,25920046,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 12:13,25920046,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 12:13,25920046,COCACOLA ZERO LATA 33CL                           ,030437,1.0,0.92,0.92,21.086956521739168
1/7/2025 12:13,25920046,COCACOLA ZERO LATA 33CL                           ,030437,1.0,0.92,0.92,21.086956521739168
1/7/2025 12:13,25920046,COCACOLA ZERO LATA 33CL                           ,030437,1.0,0.92,0.92,21.086956521739168
1/7/2025 12:14,25920047,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:20,25920048,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 12:20,25920048,HARIBO FAVORITOS ORIGINAL 90G                     ,600568,1.0,1.1,1.1,44.99999999999999
1/7/2025 12:24,#PARAMERR#,Y.DANONE ORIG.C/ FRESA P-2                        ,049645,1.0,1.99,1.99,14.986532663316654
1/7/2025 12:24,#PARAMERR#,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:24,#PARAMERR#,COCACOLA LATA 33CL                                ,030458,1.0,0.92,0.92,21.086956521739168
1/7/2025 12:24,#PARAMERR#,JUGO GOYA MARACUYA 284ML                          ,601074,1.0,1.55,1.55,18.812903225806448
1/7/2025 12:24,#PARAMERR#,COCACOLA ZERO ZERO LATA 33CL                      ,029394,1.0,0.92,0.92,21.086956521739168
1/7/2025 12:27,25920050,SMINT MENTA SUAVE 8G                              ,600332,1.0,1.2,1.2,54.16666666666663
1/7/2025 12:27,25920050,VARIOS                                            ,[01],1.0,1.15,1.15,25.391304347826416
1/7/2025 12:32,25920051,CHICLE ORBIT MENTA GRAG.14G 10U                   ,025892,1.0,1.19,1.19,13.10924369747885
1/7/2025 12:32,25920051,EDULCORANTE GOURMET 150 S.1G                      ,045218,1.0,2.99,2.99,54.38127090301006
1/7/2025 12:32,25920051,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:32,25920051,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:32,25920051,HIELO CUBITOS BOLSA 2K                            ,600001,1.0,1.0,1.0,28.499999999999982
1/7/2025 12:32,25920051,HIELO CUBITOS BOLSA 2K                            ,600001,1.0,1.0,1.0,28.499999999999982
1/7/2025 12:32,25920051,HIELO CUBITOS BOLSA 2K                            ,600001,1.0,1.0,1.0,28.499999999999982
1/7/2025 12:32,25920051,HIELO CUBITOS BOLSA 2K                            ,600001,1.0,1.0,1.0,28.499999999999982
1/7/2025 12:34,25920052,CAFE GOURMET ESPR.CAP.16U                         ,220306,1.0,4.02,4.02,34.32835820895514
1/7/2025 12:34,25920052,GALL.GULLON MARIA LIG.400G                        ,023361,1.0,2.98,2.98,30.234899328859083
1/7/2025 12:35,25920053,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:39,25920054,"LEJIA ESTRELLA AZUL 1,43L                         ",213587,1.0,2.65,2.65,15.528301886792484
1/7/2025 12:39,25920054,LECHE PRIMER PRECIO SEMI 1L                       ,049065,1.0,0.89,0.89,-3.99999999999998
1/7/2025 12:39,25920054,LECHE PRIMER PRECIO SEMI 1L                       ,049065,1.0,0.89,0.89,-3.99999999999998
1/7/2025 12:39,#PARAMERR#,BOLSA SUMA 70% 42X53 G/200                        ,212913,1.0,0.1,0.1,39.50000000000003
1/7/2025 12:43,25920055,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:43,25920055,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:43,25920055,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:45,25920056,HELADO GOURMET MINI-SANDW.324G ,047832,1.0,3.15,3.15,28.06349206349197
1/7/2025 12:45,25920056,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:46,25920057,REFRESCO GOURMET LIMON 2L                         ,030522,1.0,1.0,1.0,24.980000000000043
1/7/2025 12:46,25920057,REFRESCO GOURMET COLA 2L                          ,030523,1.0,1.0,1.0,24.980000000000043
1/7/2025 12:46,25920057,VARIOS                                            ,[01],1.0,0.8,0.8,24.37499999999996
1/7/2025 12:46,25920057,HELADO GOURMET ,047827,1.0,1.89,1.89,25.50264550264558
1/7/2025 12:46,25920057,ACEITUNA GOURMET MANZANI.S/H.70G                  ,013138,1.0,0.59,0.59,25.423728813559272
1/7/2025 12:46,25920057,ACEITUNA GOURMET MANZANI.S/H.70G                  ,013138,1.0,0.59,0.59,25.423728813559272
1/7/2025 12:46,25920057,ACEITUNA GOURMET MANZANI.S/H.70G                  ,013138,1.0,0.59,0.59,25.423728813559272
1/7/2025 12:46,25920057,ACEITUNA GOURMET MANZANI.S/H.70G                  ,013138,1.0,0.59,0.59,25.423728813559272
1/7/2025 12:46,25920057,ACEITUNA GOURMET NEG.S/H.150G                     ,013156,1.0,1.25,1.25,26.96000000000024
1/7/2025 12:53,25920058,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 12:54,25920059,NUEZ GOURMET MONDADA 125G                         ,026512,1.0,1.6,1.6,27.85000000000007
1/7/2025 12:54,25920059,COCO BORN SEMI DESHID.ECO 40G                     ,214404,1.0,1.45,1.45,23.255172413793144
1/7/2025 13:01,#PARAMERR#,CHICHARRICO F.RAVICH 110G                         ,048057,1.0,1.8,1.8,4.6422222222224345
1/7/2025 13:01,#PARAMERR#,VARIOS                                            ,[01],1.0,1.0,1.0,25.199999999999985
1/7/2025 13:11,25920061,COMPRESA SECRETISIMA ,048379,1.0,2.2,2.2,30.500000000000004
1/7/2025 13:11,25920061,ACEITUNA GOURMET ALIÑA.500G                       ,013172,1.0,3.82,3.82,30.89005235602089
1/7/2025 13:11,25920061,"VINO D.SIMON BCO.18,7CL P-3  11.5º                ",216265,1.0,1.55,1.55,12.56774193548386
1/7/2025 13:11,25920061,BAGUETTE SEMILLA                                  ,600061,1.0,0.9,0.9,26.666666666666654
1/7/2025 13:12,25920062,PATATA GOURMET LIG.125G                           ,215319,1.0,1.55,1.55,16.258064516129096
1/7/2025 13:12,25920062,REFRESCO SOWEST COLA ZERO LATA ,070595,6.0,0.4,2.4,15.300000000000203
1/7/2025 13:12,25920062,DORITOS TEX-MEX 44G                               ,034438,1.0,0.95,0.95,24.736842105263182
1/7/2025 13:13,25920063,COCTEL GOURMET SNACK 90G                          ,215320,1.0,0.99,0.99,14.444444444444446
1/7/2025 13:15,25920064,CERVEZA ALHAMBRA 1925 33CL P-4 6.4º               ,030304,1.0,5.31,5.31,15.687382297551869
1/7/2025 13:15,25920064,PEPSI ZERO LATA 33CL                              ,030308,1.0,0.75,0.75,38.69333333333337
1/7/2025 13:16,25920065,VARIOS                                            ,[01],1.0,0.75,0.75,25.200000000000017
1/7/2025 13:17,25920066,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 13:26,25920067,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 13:26,#PARAMERR#,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 13:28,25920068,COCACOLA ZERO PET 2L                              ,006248,1.0,2.2,2.2,27.400000000000063
1/7/2025 13:28,25920068,COCACOLA LATA 33CL                                ,030458,1.0,0.92,0.92,21.086956521739168
1/7/2025 13:38,25920069,PATATA LAY'S SAL 160G                             ,208963,1.0,1.89,1.89,41.79894179894186
1/7/2025 13:38,25920069,VARIOS                                            ,[01],1.0,2.4,2.4,24.83333333333327
1/7/2025 13:38,25920069,CACAHUETE GOURMET REPEL.SAL ,026534,1.0,0.79,0.79,16.45569620253163
1/7/2025 13:38,25920069,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 13:38,25920069,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 13:38,25920069,BOLSA SUMA 70% 42X53 G/200                        ,212913,1.0,0.1,0.1,39.50000000000003
1/7/2025 13:48,25920070,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 13:50,25920071,VARIOS                                            ,[01],1.0,1.6,1.6,25.062499999999755
1/7/2025 13:53,25920072,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 13:53,25920072,"PATATA F.RAVICH PREM.105G 1,50E                   ",217992,1.0,1.7,1.7,37.35176470588255
1/7/2025 13:54,25920073,BARRA NORMAL                                      ,600049,3.0,0.6,1.8,32.39999999999997
1/7/2025 13:55,25920074,PAN GOURMET MAXI BURGER 300G 4U                   ,056402,1.0,1.09,1.09,28.440366972476856
1/7/2025 13:55,#PARAMERR#,PAN GOURMET HOT DOG 330G 6U                       ,056401,1.0,1.45,1.45,37.60000000000004
1/7/2025 13:56,25920075,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 13:56,25920075,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 13:59,25920076,* TOMATE GOURMET FRITO BRICK 390G                 ,8000301,1.0,0.59,0.59,10.508474576271135
1/7/2025 13:59,25920076,* TOMATE GOURMET FRITO BRICK 390G                 ,8000301,1.0,0.59,0.59,10.508474576271135
1/7/2025 13:59,25920076,BOLSA SUMA 70% 42X53 G/200                        ,212913,1.0,0.1,0.1,39.50000000000003
1/7/2025 13:59,25920076,HELADO GOURMET MINI BOMBON ,047849,1.0,3.55,3.55,31.830985915493017
1/7/2025 13:59,25920076,HIELO CUBITOS BOLSA 2K                            ,600001,1.0,1.0,1.0,28.499999999999982
1/7/2025 13:59,25920076,SNACK CHEETOS PELOTAZOS 40G                       ,048183,1.0,0.95,0.95,27.052631578947395
1/7/2025 14:01,25920077,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 14:10,25920078,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 14:10,25920078,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 14:15,25920079,COCACOLA LIGHT LATA 33CL                          ,030332,1.0,0.92,0.92,21.086956521739168
1/7/2025 14:18,25920080,AGUA FUENTE PRIMAVERA 50CL                        ,601072,1.0,0.3,0.3,52.33333333333338
1/7/2025 14:18,25920080,AGUA FUENTE PRIMAVERA 50CL                        ,601072,1.0,0.3,0.3,52.33333333333338
1/7/2025 14:18,25920080,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 14:18,25920080,* NATILLA DANET CHOCO.P-4                         ,049299,1.0,1.99,1.99,17.12412060301511
1/7/2025 14:19,25920081,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 14:28,25920082,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 14:28,25920082,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 14:35,25920083,COCACOLA PET 2L                                   ,006250,1.0,2.2,2.2,27.400000000000063
1/7/2025 14:35,25920083,HIELO CUBITOS BOLSA 2K                            ,600001,1.0,1.0,1.0,28.499999999999982
1/7/2025 14:37,25920084,CERVEZA MAHOU 5* LATA 50CL 5.5º                   ,082302,1.0,1.4,1.4,30.85714285714286
1/7/2025 14:37,25920084,CERVEZA MAHOU 5* LATA 33CL 5.5º                   ,030212,1.0,0.89,0.89,32.02247191011239
1/7/2025 14:38,25920085,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 14:40,25920086,CERVEZA MAHOU CLAS.33CL 4.8º                      ,030214,1.0,0.75,0.75,22.56000000000005
1/7/2025 14:41,25920087,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 14:41,25920087,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 14:47,#PARAMERR#,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
1/7/2025 14:51,25920089,* PRINGLES ORIG.165G                              ,079508,1.0,2.25,2.25,12.000000000000188
1/7/2025 14:51,25920089,BARRA NORMAL                                      ,600049,1.0,0.6,0.6,32.400000000000006
