codigo,producto,familia,cantidad,coste,venta,margen_coste,margen_venta,beneficio,familia_legible
600521,CEBOLLAS LUCIO ,AEAI,4.0,4.4,7.0,0.529720279720282,0.346285714285715,2.6,panadería y repostería
212163,CEBOLLITA ,AQ JV,8.0,5.6,9.6,0.558522727272727,0.35836675173168,4.0,panadería y repostería
601120,CELO 2U 18MM                                      ,AB 3V,1.0,0.37,1.0,1.2336385972749602,0.5523,0.63,otros
601014,CEPILLO DE ,A3 BB,5.0,2.3,4.95,0.956521739130435,0.488888888888889,2.6500000000000004,higiene personal
003418,CEPILLO DENTAL ,A3 BL,4.0,13.0,17.16,0.09080419580419621,0.083245183831779,4.16,higiene personal
216264,CEPILLO DENTAL ,A3 BL,8.0,3.04,8.4,1.2838054588951702,0.562134333244056,5.36,higiene personal
206247,CEPILLO DENTAL ,A3 BL,10.0,6.5,11.0,0.39860139860139804,0.285,4.5,higiene personal
206281,CEPILLO DENTAL ,A3 BL,11.0,7.0,12.1,0.428441558441559,0.299936357850714,5.1,higiene personal
600838,CEPILLO ORAL-B ,A3 BL,2.0,2.78,5.5,0.7985611510791369,0.444,2.72,higiene personal
600858,CEPILLO PELO                                      ,A3 BB,2.0,3.6,6.1,0.540479797979797,0.350851597462419,2.5,higiene personal
600859,CEPILLOS DE ,A3 BL,4.0,2.2,4.0,0.6527272727272729,0.394939493949395,1.7999999999999998,higiene personal
034955,CEREAL ,AQ JE,3.0,6.57,9.57,0.32420091324200895,0.24482758620689601,3.0,otros
  ,,,,,,  ,13,,otros
  ,,,,,,  ,,,otros
Artículo,Descripción,Família,,,,Margen C.,Margen V.,,otros
,,,,,,,,,otros
016719,CEREAL EKO ,AQ I4,1.0,2.35,3.5,0.35404255319148903,0.26147077309868,1.15,otros
016722,CEREAL EKO ,AQ I4,6.0,16.76,22.45,0.217666522022131,0.17875708832058598,5.689999999999998,otros
218348,CEREAL ,AQ JE,4.0,12.14,16.48,0.234087164894414,0.189684466019417,4.34,otros
214380,CEREAL ,AQ JE,10.0,14.7,21.98,0.359109461966605,0.26422409085945203,7.280000000000001,otros
214364,CEREAL ,AQ JE,9.0,14.6,21.6,0.34504358655043604,0.256529669373281,7.000000000000002,otros
038516,CEREAL ,AQ JE,18.0,23.8,29.7,0.134453781512605,0.118518518518519,5.899999999999999,otros
214381,CEREAL ,AQ JE,63.0,114.52,155.17,0.23192614231734102,0.188263025152686,40.64999999999999,otros
214378,CEREAL ,AQ JE,29.0,56.33,77.43,0.249500508367897,0.199680197564542,21.10000000000001,otros
214382,CEREAL ,AQ JE,12.0,19.32,28.8,0.355194805194804,0.262098706276952,9.48,otros
214379,CEREAL ,AQ JE,10.0,17.86,25.79,0.312893209813702,0.23832342758334601,7.93,otros
218349,CEREAL ,AQ JE,2.0,4.98,7.1,0.296093464768165,0.22845070422535302,2.119999999999999,otros
088544,CEREAL ,AQ JE,1.0,2.0,3.3,0.5,0.333333333333333,1.2999999999999998,otros
034947,CEREAL ,AQ JE,12.0,25.08,36.0,0.304817311874729,0.233609187355719,10.920000000000002,otros
217605,CEREAL SPECIAL ,AQ JE,7.0,15.4,16.62,-0.0188311688311688,-0.019192587690271302,1.2200000000000006,otros
034630,CEREAL SPECIAL ,AQ JE,3.0,8.7,8.49,-0.112873563218391,-0.127235034983156,-0.209999999999999,otros
087698,CERVEZA 1906 ,AQ J4,3.0,14.07,22.05,0.295095948827292,0.227856437273625,7.98,bebidas alcohólicas
208050,CERVEZA 1906 ,AQ J4,20.0,12.72,21.6,0.403355813711731,0.287422341341144,8.88,bebidas alcohólicas
017466,CERVEZA 1906 ,AQ J4,4.0,19.6,30.6,0.290204081632653,0.22492881999367298,11.0,bebidas alcohólicas
030304,CERVEZA ,AQ J4,5.0,18.83,26.55,0.165276089236888,0.14183427495292,7.720000000000002,bebidas alcohólicas
030165,CERVEZA ,AQ J4,143.0,53.29,76.52,0.18669947224682001,0.157326666618749,23.23,bebidas alcohólicas
030194,CERVEZA ,AQ J4,43.0,14.81,25.0,0.39529634321237095,0.283306370818894,10.19,bebidas alcohólicas
066591,CERVEZA ,AQ J4,194.0,81.44,123.29,0.25122465050577203,0.20078300919360997,41.85000000000001,bebidas alcohólicas
030301,CERVEZA ,AQ J4,124.0,52.53,93.0,0.46319977722293204,0.316566325687978,40.47,bebidas alcohólicas
030268,CERVEZA ,AQ J4,134.0,79.99,137.22,0.417939639149108,0.294751361489485,57.23,bebidas alcohólicas
030279,CERVEZA ,AQ J4,80.0,77.76,117.5,0.248729827738667,0.199186262883697,39.74,bebidas alcohólicas
030202,CERVEZA ,AQ J4,27.0,33.95,49.95,0.215991918110006,0.17762611321111302,16.0,bebidas alcohólicas
030299,CERVEZA ,AQ J4,7.0,3.29,5.6,0.406382978723405,0.288956127080182,2.31,bebidas alcohólicas
074284,CERVEZA ,AQ J4,44.0,42.36,73.82,0.440509915014164,0.305801376597836,31.459999999999997,bebidas alcohólicas
030262,CERVEZA ,AQ J4,6.0,14.34,24.3,0.400418410041841,0.285927696444577,9.96,bebidas alcohólicas
206539,CERVEZA ,AQ J4,205.0,179.25,293.06,0.351095173876459,0.259859690616112,113.81,bebidas alcohólicas
052122,CERVEZA ,AQ J4,3.0,3.24,4.38,0.11723293541475,0.104931506849312,1.1399999999999997,bebidas alcohólicas
030225,CERVEZA ,AQ J4,215.0,184.11,243.87,0.0944925576741521,0.0863345821875237,59.75999999999999,bebidas alcohólicas
030286,CERVEZA ,AQ J4,4.0,12.05,17.33,0.188558005555365,0.158644344385413,5.279999999999998,bebidas alcohólicas
030289,CERVEZA ,AQ J4,307.0,166.4,259.93,0.291102093928799,0.22546791248938403,93.53,bebidas alcohólicas
030266,CERVEZA ,AQ J4,18.0,16.26,23.35,0.186892744960507,0.157463886904731,7.09,bebidas alcohólicas
600989,CERVEZA LATA ,AQ J4,17.0,9.52,13.6,0.18045610806305898,0.15286981602319702,4.08,bebidas alcohólicas
081715-P,CERVEZA MAHOU ,AQ J4,0.0,0.0,-3.52,1,1,-3.52,bebidas alcohólicas
081715,CERVEZA MAHOU ,AQ J4,474.0,255.93,412.12,0.33079625659521494,0.24857017365043,156.19,bebidas alcohólicas
030211,CERVEZA MAHOU ,AQ J4,10.0,26.4,44.8,0.40238323315802704,0.286928154618549,18.4,bebidas alcohólicas
030212,CERVEZA MAHOU ,AQ J4,923.0,449.709999999999,791.749999999998,0.455329871904593,0.31287055992927704,342.03999999999894,bebidas alcohólicas
218902,CERVEZA MAHOU ,AQ J4,42.0,250.93,371.99,0.225211041372377,0.183814080813469,121.06,bebidas alcohólicas
082302,CERVEZA MAHOU ,AQ J4,312.0,244.18,402.39,0.36187130615607005,0.265716227752433,158.20999999999998,bebidas alcohólicas
206578-P,CERVEZA MAHOU ,AQ J4,0.0,0.0,-5.52,1,1,-5.52,bebidas alcohólicas
206578,CERVEZA MAHOU ,AQ J4,181.0,900.35,1376.97,0.26395004330272,0.208829490296163,476.62,bebidas alcohólicas
030176,CERVEZA MAHOU ,AQ J4,593.0,704.490000000001,1054.83,0.237482610068191,0.19190783622818303,350.3399999999989,bebidas alcohólicas
030213,CERVEZA MAHOU ,AQ J4,32.0,83.54,118.1,0.16843734975277802,0.144156081443662,34.55999999999999,bebidas alcohólicas
  ,,,,,,  ,14,,otros
  ,,,,,,  ,,,otros
Artículo,Descripción,Família,,,,Margen C.,Margen V.,,otros
,,,,,,,,,otros
030214,CERVEZA MAHOU ,AQ J4,6902.0,3183.49,5106.98,0.32589351948037704,0.245791622549069,1923.49,bebidas alcohólicas
030175,CERVEZA MAHOU ,AQ J4,933.0,611.459999999999,1043.75,0.41060243833145,0.291083034577153,432.290000000001,bebidas alcohólicas
219808,CERVEZA MAHOU ,AQ J4,24.0,14.88,22.56,0.253139718297343,0.202004385146524,7.679999999999998,bebidas alcohólicas
073309,CERVEZA MAHOU ,AQ J4,4.0,3.12,5.4,0.430673871582962,0.301028683152258,2.28,bebidas alcohólicas
017469,CERVEZA MAHOU ,AQ J4,120.0,74.9,120.0,0.323979410563947,0.244701245335793,45.1,bebidas alcohólicas
001217,CERVEZA MAHOU ,AQ J4,76.0,37.19,55.1,0.22440360978580198,0.1832758479249,17.910000000000004,bebidas alcohólicas
073310,CERVEZA MAHOU ,AQ J4,10.0,5.5,8.5,0.277060856498873,0.21695196050284501,3.0,bebidas alcohólicas
030215,CERVEZA MAHOU ,AQ J4,48.0,103.65,141.97,0.13196365709456098,0.116579411598139,38.31999999999999,bebidas alcohólicas
082303,CERVEZA MAHOU ,AQ J4,183.0,77.68,128.1,0.363285485696776,0.26647792374251,50.41999999999999,bebidas alcohólicas
068255,CERVEZA ,AQ J4,14.0,20.86,30.66,0.214765100671141,0.176795580110497,9.8,bebidas alcohólicas
030189,CERVEZA ,AQ J4,11.0,23.82,36.74,0.274716017514276,0.215511544328107,12.920000000000002,bebidas alcohólicas
030660,CERVEZA ,AQ J4,249.0,105.53,165.81,0.298599669672093,0.229939739432932,60.28,bebidas alcohólicas
030246,CERVEZA ,AQ J4,23.0,27.49,38.29,0.151065000345731,0.131239330793967,10.8,bebidas alcohólicas
030291,CERVEZA ,AQ J4,1.0,1.81,3.49,0.593370165745856,0.372399445214979,1.6800000000000002,bebidas alcohólicas
030292,CERVEZA ,AQ J4,158.0,63.07,99.66,0.30589676694005197,0.234242686469638,36.59,bebidas alcohólicas
203402,CERVEZA ,AQ J4,21.0,10.71,16.8,0.296265172735761,0.22855290643232698,6.09,bebidas alcohólicas
030273,CERVEZA ,AQ J4,4.0,7.49,12.2,0.346237959152147,0.257189270885071,4.709999999999999,bebidas alcohólicas
082301,CERVEZA ,AQ J4,116.0,53.46,101.34,0.5663576382125499,0.361576197156895,47.88,bebidas alcohólicas
040329,CERVEZA SKOL ,AQ J4,105.0,96.9500000000001,134.45,0.146031907049301,0.127423945311689,37.499999999999886,bebidas alcohólicas
040330,CERVEZA SKOL ,AQ J4,1697.0,519.360000000001,763.65,0.215290051837481,0.1771511677496,244.2899999999989,bebidas alcohólicas
030668,CERVEZA TOP ,AQ J4,200.0,52.14,83.65,0.32623182341249096,0.245984010980126,31.510000000000005,bebidas alcohólicas
030667,CERVEZA TOP ,AQ J4,240.0,207.38,275.880000000001,0.0992087428436133,0.09025468864718439,68.50000000000102,bebidas alcohólicas
030666,CERVEZA TOP ,AQ J4,704.0,181.64,274.13,0.24714411031902198,0.19816804511533298,92.49,bebidas alcohólicas
030272,CERVEZA TOP ,AQ J4,491.0,185.18,270.05,0.20565494015650698,0.170575289253002,84.87,bebidas alcohólicas
030239,CERVEZA VOLL ,AQ J4,34.0,22.08,33.66,0.25981966403162,0.206235599784303,11.579999999999998,bebidas alcohólicas
030239,CERVEZA VOLL ,AQ J4,19.0,12.8,17.85,0.152526472107438,0.132340970727152,5.050000000000001,bebidas alcohólicas
082060,CHAMPIÑON ,AQ JR,23.0,26.52,31.65,0.0849958864664742,0.0783375195488361,5.129999999999999,otros
008507,CHAMPIÑON ,AQ JR,9.0,19.51,25.65,0.19520059643073498,0.16332036397377,6.139999999999997,otros
008536,CHAMPIÑON ,AQ JR,6.0,6.42,9.3,0.31685075049561,0.24061249946234198,2.880000000000001,otros
008537,CHAMPIÑON ,AQ JR,2.0,2.68,3.38,0.146404341926731,0.127707420996569,0.6999999999999997,otros
008534,CHAMPIÑON ,AQ JR,8.0,5.78,8.76,0.377854671280277,0.274234053239578,2.9799999999999995,otros
008535,CHAMPIÑON ,AQ JR,36.0,29.54,40.61,0.24949221394719198,0.199674884855054,11.07,otros
092342,CHAMPIÑON ,AEAI,3.0,4.25,5.8,0.356705882352941,0.26292056885189,1.5499999999999998,otros
080930,CHAMPU ,A3 BH,2.0,6.3,8.7,0.14127640036731,0.12378806774751601,2.3999999999999995,higiene personal
011783,CHAMPU H&S 2 ,A3 BH,4.0,9.8,12.6,0.0625425872828479,0.0588612522748691,2.799999999999999,higiene personal
011746,CHAMPU H&S ,A3 BH,6.0,14.38,18.93,0.08787974574420448,0.080780753652222,4.549999999999999,higiene personal
214716,CHAMPU H&S ,A3 BH,3.0,13.17,18.87,0.184081025621718,0.155463200269647,5.700000000000001,higiene personal
012191,CHAMPU H&S ,A3 BH,8.0,18.35,26.0,0.17100006755691702,0.146029084279797,7.649999999999999,higiene personal
600860,CHAMPU H&S ,A3 BH,1.0,3.95,6.1,0.40391254315305,0.28770491803278697,2.1499999999999995,higiene personal
011744,CHAMPU H&S ,A3 BH,3.0,6.85,9.45,0.140044640164083,0.12284136535559399,2.6,higiene personal
012154,CHAMPU H&S ,A3 BH,1.0,2.49,3.15,0.0455043313750883,0.0435238095238106,0.6599999999999997,higiene personal
220118,CHAMPU ,A3 BH,1.0,1.14,2.05,0.486153400029,0.327121951219513,0.91,higiene personal
088456,CHAMPU ,A3 BH,7.0,10.01,18.69,0.543240230843536,0.35201274564142204,8.680000000000001,higiene personal
094567,CHAMPU ,A3 BH,3.0,4.11,6.27,0.26058394160583903,0.206716850028952,2.1599999999999997,higiene personal
094568,CHAMPU ,A3 BH,6.0,8.58,16.02,0.543311371823768,0.352042615471513,7.439999999999999,higiene personal
094566,CHAMPU ,A3 BH,5.0,6.85,10.65,0.284719792483562,0.22162014950602898,3.8000000000000007,higiene personal
  ,,,,,,  ,15,,otros
  ,,,,,,  ,,,otros
Artículo,Descripción,Família,,,,Margen C.,Margen V.,,otros
,,,,,,,,,otros
220121,CHAMPU ,A3 BH,1.0,1.14,1.8,0.304915180513263,0.233666666666665,0.6600000000000001,higiene personal
094569,CHAMPU ,A3 BH,4.0,5.48,9.24,0.393430656934306,0.28234677841802003,3.76,higiene personal
001582,CHAMPU ,A3 BH,1.0,1.14,1.79,0.29766565173264,0.22938547486033697,0.6500000000000001,higiene personal
061424,CHAMPU ,A3 BH,2.0,4.0,5.98,0.23550000000000001,0.19061108862808598,1.9800000000000004,higiene personal
061416,CHAMPU ,A3 BH,2.0,4.0,5.98,0.23550000000000001,0.19061108862808598,1.9800000000000004,higiene personal
061422,CHAMPU ,A3 BH,2.0,4.0,5.98,0.23550000000000001,0.19061108862808598,1.9800000000000004,higiene personal
061418,CHAMPU ,A3 BH,5.0,9.65,14.45,0.237350233374727,0.191821383285622,4.799999999999999,higiene personal
061423,CHAMPU ,A3 BH,2.0,3.98,6.1,0.266749034428339,0.21057764969895398,2.12,higiene personal
061421,CHAMPU ,A3 BH,13.0,25.33,38.87,0.268197642360511,0.21147937308991602,13.54,higiene personal
096943,CHAPATA FRIPAN ,AFAJ,1.0,0.87,1.1,0.239080459770115,0.192949907235622,0.2300000000000001,panadería y repostería
204895,CHAPELAS ,AQ JF,68.0,52.9720000000001,68.0,0.166923520487665,0.143045810249764,15.0279999999999,otros
600653,CHAPELAS ,AQ JF,16.0,11.68,16.0,0.245244396014944,0.19694478995430897,4.32,otros
219413,CHEETOS ,AQ JL,58.0,62.52,108.06,0.57121502937242,0.36354987617485895,45.54,otros
600915,CHEETOS ,AQ JL,9.0,9.972,13.5,0.231046931407942,0.187683284457478,3.5280000000000005,otros
600908,CHEETOS ,AQ JL,14.0,15.512,21.0,0.231046931407942,0.187683284457478,5.488,otros
600926,CHEETOS ,AQ JL,10.0,3.59,5.0,0.267409470752089,0.210989010989011,1.41,otros
600913,CHEETOS ,AQ JL,5.0,6.28,8.5,0.230095541401274,0.18705501618123002,2.22,otros
600673,CHÍA GOYA ,AQ JO,1.0,2.997,3.75,0.13747080413747098,0.120856556174831,0.7530000000000001,otros
048057,CHICHARRICO ,AQ JL,15.0,23.4062,27.0,0.048673195369372105,0.0464140740740761,3.5938000000000017,otros
056565,CHICHARRILLO ,AQ JQ,2.0,4.12,8.5,0.875551632833185,0.46682352941176397,4.38,otros
056566,CHICHARRILLO ,AQ JQ,15.0,32.95,53.25,0.46908539108842595,0.31930437395534,20.3,otros
216498,CHICLE FIVE ,AQ I9,2.0,2.1,2.98,0.29047619047619,0.225092250922509,0.8799999999999999,otros
216499,CHICLE FIVE ,AQ I9,2.0,2.1,2.98,0.29047619047619,0.225092250922509,0.8799999999999999,otros
219165,CHICLE ,AQ I9,6.0,7.56,11.7,0.406998556998555,0.289267217065791,4.14,otros
219164,CHICLE ,AQ I9,9.0,11.34,17.81,0.427745711079045,0.299595164432865,6.469999999999999,otros
600512,CHICLE MENTOS ,AQ I9,4.0,4.12,5.16,0.138834951456311,0.121909633418585,1.04,otros
600746,CHICLE MENTOS ,AQ I9,3.0,2.49,3.6,0.314348302300108,0.239166666666666,1.11,otros
600010,CHICLE MENTOS ,AQ I9,18.0,18.54,23.22,0.138707462979308,0.12181132335463399,4.68,otros
600009,CHICLE MENTOS ,AQ I9,10.0,10.2,12.9,0.149919786096256,0.130374125142418,2.700000000000001,otros
600007,CHICLE ORBIT ,AQ I9,102.0,51.0,76.5,0.363600713012478,0.266647494052132,25.5,otros
025885,CHICLE ORBIT ,AQ I9,53.0,27.49,40.29,0.33252753067231,0.249546461906522,12.8,otros
025884,CHICLE ORBIT ,AQ I9,23.0,13.66,20.25,0.347803806734993,0.25805225137146304,6.59,otros
220580,CHICLE ORBIT ,AQ I9,5.0,14.46,19.39,0.219036841443481,0.179680247550284,4.93,otros
055850,CHICLE ORBIT ,AQ I9,4.0,10.36,15.0,0.316216216216216,0.24024640657084198,4.640000000000001,otros
025886,CHICLE ORBIT ,AQ I9,50.0,42.76,55.65,0.18323837060974402,0.15486175496093701,12.89,otros
220581,CHICLE ORBIT ,AQ I9,6.0,17.76,22.5,0.151709664209664,0.131725615338803,4.739999999999998,otros
220583,CHICLE ORBIT ,AQ I9,15.0,44.82,57.85,0.173351993833922,0.14774082691716,13.03,otros
220581,CHICLE ORBIT ,AQ I9,7.0,15.26,26.25,0.563761467889908,0.360516280434145,10.99,otros
600661,CHICLE ORBIT ,AQ I9,43.0,24.08,43.19,0.630500604047115,0.386691426229546,19.11,otros
025892,CHICLE ORBIT ,AQ I9,76.0,64.06,81.13,0.151352425283114,0.131456209201885,17.069999999999993,otros
223178,CHICLE ORBIT ,AQ I9,3.0,2.55,3.3,0.176470588235294,0.15,0.75,otros
207612,CHICLE ORBIT ,AQ I9,3.0,2.34,3.1,0.204351204351205,0.16967741935483902,0.7600000000000002,otros
600683,CHICLE TRIDENT ,AQ I9,11.0,9.13,13.2,0.314427959772976,0.239212774983334,4.069999999999999,otros
211971,CHICLE TRIDENT ,AQ I9,5.0,2.0,3.75,0.704727272727273,0.41339590443686,1.75,otros
600328,CHICLE TRIDENT ,AQ I9,21.0,13.44,21.0,0.420319264069264,0.295932945994857,7.56,otros
600669,CHIFLE CON SAL ,AQ JL,197.0,197.0,275.4,0.271020304568525,0.21323050748629002,78.39999999999998,condimentos
  ,,,,,,  ,16,,otros
  ,,,,,,  ,,,otros
Artículo,Descripción,Família,,,,Margen C.,Margen V.,,otros
,,,,,,,,,otros
601066,CHIFLE ,AQ JL,33.0,32.01,46.2,0.312254693135667,0.23795281111895,14.190000000000005,otros
600668,CHIFLE PICANTE ,AQ JL,54.0,52.38,75.6,0.312329480370719,0.23799623878180998,23.21999999999999,otros
017837,CHIP F.RAVICH ,AQ JL,11.0,11.6842,18.35,0.427662219843114,0.299554203997995,6.665800000000001,otros
222239,CHIP F.RAVICH ,AQ JL,2.0,1.9364,3.0,0.408424254943565,0.289986666666665,1.0636,otros
214697,CHIPS F.RAVICH ,AQ JL,9.0,9.5598,15.21,0.44627407572239197,0.308568122193219,5.650200000000002,otros
070025,CHIPS F.RAVICH ,AQ JL,14.0,14.8702,23.3,0.42444743055360395,0.29797339055794003,8.4298,otros
017839,CHIPS F.RAVICH ,AQ JL,17.0,18.0574,28.73,0.44619632142752996,0.30853094757362703,10.6726,otros
222224,CHIPS F.RAVICH ,AQ JL,4.0,4.0582,6.0,0.344079999641575,0.255996666666665,1.9418,otros
600479,CHIQUILIN ,AQ JD,1.0,0.85,1.4,0.497647058823529,0.33228593872741496,0.5499999999999999,otros
600636,CHOCLO EN ,AQ JR,8.0,19.6,28.8,0.335867346938776,0.251422678837414,9.2,otros
600422,CHOCO FLAKES ,AQ JD,29.0,23.24,34.8,0.361402753872633,0.26546351022472303,11.56,otros
600424,CHOCO FLAKES ,AQ JD,11.0,8.8,13.2,0.36375,0.266727772685609,4.399999999999999,otros
017203,CHOCO ,AQ I6,8.0,11.35,16.8,0.345774929915898,0.25693369836924096,5.450000000000001,otros
223328,CHOCO. MILKA ,AB 3V,0.0,0.0,0.0,1,1,0.0,otros
204151,CHOCO.,AQ I6,1.0,2.75,3.33,0.10072727272727301,0.0915097456227288,0.5800000000000001,otros
204150,CHOCO.,AQ I6,12.0,18.05,26.19,0.319063208259885,0.24188621611302,8.14,otros
219388,CHOCO.,AQ I6,11.0,12.76,21.42,0.526075805072672,0.344724556489263,8.660000000000002,otros
081163,CHOCO.,AQ I6,20.0,19.32,31.35,0.47508469791078395,0.32207282645102603,12.03,otros
017218,CHOCO.,AQ I6,10.0,11.78,18.07,0.39428924216699995,0.282788699964576,6.290000000000001,otros
219390,CHOCO.,AQ I6,10.0,9.32,15.5,0.5118611002731179,0.338563575834215,6.18,otros
219390,CHOCO.,AQ I6,5.0,4.01,7.75,0.756857855361596,0.43080198722498203,3.74,otros
018392,CHOCO.,AQ I6,44.0,45.2,61.63,0.239557522123894,0.19326051260084298,16.43,otros
017572,CHOCO.,AQ I6,21.0,33.09,49.65,0.363993516305392,0.266858685143409,16.559999999999995,otros
081162,CHOCO.,AQ I6,20.0,18.28,31.2,0.55151183608514,0.35546737269935696,12.919999999999998,otros
039053,CHOCO.MILKA ,AQ I6,3.0,2.844,4.77,0.524261603375528,0.34394463667820097,1.926,otros
045800,CHOCO.MILKA ,AQ I6,40.0,48.02,63.6000000000001,0.203746545000189,0.16926033627797998,15.580000000000098,otros
083917,CHOCO.MILKA ,AQ I6,16.0,15.1808,25.44,0.523455465276718,0.34359748427673203,10.259200000000002,otros
083918,CHOCO.MILKA ,AQ I6,47.0,54.66,76.2300000000001,0.267548148887337,0.21107533399988998,21.570000000000107,otros
039026,CHOCO.NESTLE ,AQ I6,2.0,1.98,3.1,0.42332415059687895,0.29741935483871,1.12,otros
060283,CHOCO.NESTLE ,AQ I6,38.0,58.978,76.51,0.179438249701738,0.152138740410628,17.532000000000004,otros
061862,CHOCO.NESTLE ,AQ I6,111.0,126.92,172.1,0.232861788384953,0.18887907028897502,45.17999999999999,otros
209535,CHOCO.NESTLE ,AQ I6,35.0,47.77,60.29,0.147329057795878,0.128410464979341,12.519999999999996,otros
220874,CHOCO.NESTLE ,AQ I6,22.0,29.71,40.06,0.225666289281235,0.184117235869783,10.35,otros
220874,CHOCO.NESTLE ,AQ I6,28.0,36.68,50.42,0.24937295528898598,0.19959848997316001,13.740000000000002,otros
033327,CHOCO.RAM A LA ,AQ I6,49.0,97.38,134.49,0.255503276760209,0.203506658636151,37.110000000000014,otros
600878,CHOCO.,AQ I6,83.0,77.7000000000001,108.2,0.266047736047733,0.210140367122542,30.4999999999999,otros
218950,CHOCO.VAHINE ,AQ JC,4.0,9.796,13.96,0.295603029065667,0.228158643067424,4.1640000000000015,otros
218947,CHOCO.VAHINE ,AQ JC,1.0,1.816,3.49,0.7472466960352421,0.42767097384179004,1.6740000000000002,otros
202948,CHOCO.VALOR ,AQ I6,1.0,2.65,2.9,-0.005283018867924451,-0.005311077389984749,0.25,otros
202939,CHOCO.VALOR ,AQ I6,2.0,6.8,10.18,0.36096256684492095,0.265225933202358,3.38,otros
202946,CHOCO.VALOR ,AQ I6,12.0,30.456,36.6,0.09256572820402591,0.0847232581203024,6.144000000000002,otros
019960,CHOCOLATINA ,AQ I6,12.0,10.68,13.2,0.123595505617977,0.11,2.52,bebidas sin alcohol
047751,CHOCOLATINA ,AQ I6,17.0,15.13,18.7,0.123595505617977,0.11,3.5699999999999985,bebidas sin alcohol
600729,CHOPPED PORK ,AD KO,57.0,41.04,57.0,0.262570884281411,0.207965261634282,15.96,otros
071877,CHORIZO ,AD KP,21.0,28.46,34.7,0.108413722609085,0.0978097982708939,6.240000000000002,carnes
071893,CHORIZO ,AD KP,47.0,59.4,72.96,0.11656259565350399,0.10439414333531599,13.559999999999995,carnes
  ,,,,,,  ,17,,otros
  ,,,,,,  ,,,otros
Artículo,Descripción,Família,,,,Margen C.,Margen V.,,otros
,,,,,,,,,otros
216713,CHORIZO ,AD KP,61.0,129.08,186.05,0.310398061808039,0.236873108145294,56.97,carnes
216712,CHORIZO ,AD KP,1.0,2.09,2.85,0.239712918660287,0.193361636433809,0.7600000000000002,carnes
010882,CHORIZO ,AD KP,12.0,23.04,35.38,0.396006944444444,0.283671185175973,12.340000000000003,carnes
600798,CHORIZO ,AD KV,23.0,42.55,56.35,0.203820104689669,0.169311098805923,13.800000000000004,carnes
600995,CHORIZO ,AD KV,62.0,42.78,62.0,0.317425304942836,0.24094368291841,19.22,carnes
600759,CHORIZO ,AD KP,48.0,141.6,165.6,0.0630739599383665,0.0593316761723929,24.0,carnes
075264,CHORIZO ,AD KP,10.0,26.2,38.54,0.33725190839694597,0.25219773946797597,12.34,carnes
054621,CHORIZO ,AD KP,99.0,76.68,107.7,0.27684592402902397,0.216820149415875,31.02,carnes
600339,CHORIZO ,AD KP,64.0,46.08,69.5,0.37112531565656603,0.270672061421937,23.42,carnes
071895,CHORIZO/SALCHI,AD KV,68.0,91.8,112.2,0.111111111111111,0.1,20.40000000000001,carnes
600015,CHULETA AGUJA ,ACKA,13.11,94.149,101.26,-0.022247134377905698,-0.0227533307854342,7.111000000000004,otros
601040,CHULETA DE ,ACKA,3.35,29.145,37.81,0.17931970242829698,0.152053511917987,8.665000000000003,otros
601046,CHUPA CHUPS ,AQ I9,80.0,12.0,24.8,0.708350550964187,0.414640045958013,12.8,otros
600848,CHURRO FIT'Z ,A0 LA,4.0,4.216,6.4,0.380455407969639,0.275601374570447,2.184,otros
601041,CINTA LOMO ,ACKA,0.825,8.58,11.38,0.20575333757151998,0.170642975773074,2.8000000000000007,otros
092274,CIRUELA ROJA ,AEAH,0.0,0.0,0.0,1,1,0.0,otros
016931,CLAVO ,AQ JB,13.0,12.22,21.45,0.595744680851064,0.373333333333334,9.23,otros
204701,COCACOLA LATA ,AQ J2,1.0,2.72,4.65,0.412858531842489,0.29221505376344103,1.93,bebidas sin alcohol
030458-P,COCACOLA LATA ,AQ J2,0.0,0.0,-4.8,1,1,-4.8,bebidas sin alcohol
030458,COCACOLA LATA ,AQ J2,1890.0,1081.57,1696.19,0.29622342696342097,0.228528061444904,614.6200000000001,bebidas sin alcohol
030460,COCACOLA LATA ,AQ J2,47.0,336.67,488.16,0.198313869897859,0.16549409539485901,151.49,bebidas sin alcohol
030332,COCACOLA ,AQ J2,351.0,200.57,317.14,0.30682987370291903,0.234789454907021,116.57,bebidas sin alcohol
030332-P,COCACOLA ,AQ J2,0.0,0.0,-2.08,1,1,-2.08,bebidas sin alcohol
006245,COCACOLA ,AQ J2,40.0,54.58,84.49,0.279418489502103,0.21839491284109902,29.91,bebidas sin alcohol
081313,COCACOLA PET ,AQ J2,78.0,80.1099999999999,118.53,0.22260703516136499,0.18207570278866,38.4200000000001,bebidas sin alcohol
006250,COCACOLA PET ,AQ J2,333.0,440.37,689.190000000001,0.293569438321681,0.226945249033223,248.82000000000096,bebidas sin alcohol
006258,COCACOLA PET ,AQ J2,79.0,221.93,316.9,0.18022639854052902,0.152704937597903,94.96999999999996,bebidas sin alcohol
006258-P,COCACOLA PET ,AQ J2,0.0,0.0,-3.2,1,1,-3.2,bebidas sin alcohol
030329,COCACOLA PET ,AQ J2,286.0,294.6,421.26,0.18160326651069203,0.1536922515854,126.65999999999995,bebidas sin alcohol
006246,COCACOLA ,AQ J2,35.0,46.57,71.83,0.274661976904935,0.215478285130819,25.26,bebidas sin alcohol
