"001423","GALL.GULLON ZERO CHIP ","","6.00","1.75 €","10.50 €","","6.00","","1.67 €","10.05 €","AQ","ALIM. Y BEBIDAS",""
"001535","PAPEL ALBAL HORNO 8M","","25.00","2.00 €","50.00 €","","25.00","","2.00 €","50.00 €","A3","PERF/DROG/BAZAR",""
"001559","PAPEL HIG.MICADERM 2C ","","39.00","0.79 €","30.81 €","","39.00","","0.78 €","30.40 €","A3","PERF/DROG/BAZAR",""
"001582","CHAMPU MICADERM SUAVE ","","11.00","1.17 €","12.87 €","","11.00","","1.17 €","12.87 €","A3","PERF/DROG/BAZAR",""
"001807","PASTILLA MICAL ANTICAL ","","12.00","2.56 €","30.72 €","","12.00","","2.55 €","30.62 €","A3","PERF/DROG/BAZAR",""
"001913","CARBON MAGIC ESP.BBQ ","","8.00","3.66 €","29.28 €","","8.00","","3.66 €","29.28 €","A3","PERF/DROG/BAZAR",""
"002183","LIMPIADOR MR.PROPER ","","3.00","8.09 €","24.27 €","","3.00","","8.69 €","26.07 €","A3","PERF/DROG/BAZAR",""
"002227","LIMPIAMAQUINAS FINISH ","","5.00","2.94 €","14.70 €","","5.00","","2.94 €","14.70 €","A3","PERF/DROG/BAZAR",""
"002266","TENN BAÑO 1,3L","","1.00","1.96 €","1.96 €","","1.00","","1.96 €","1.96 €","A3","PERF/DROG/BAZAR",""
"002270","LIMPIADOR VITROCLEN ","","11.00","2.99 €","32.89 €","","11.00","","3.04 €","33.40 €","A3","PERF/DROG/BAZAR",""
"002441","PALOMITAS GOURMET ","","6.00","0.87 €","5.22 €","","6.00","","0.87 €","5.21 €","AQ","ALIM. Y BEBIDAS",""
"002500","NATA ASTURIANA COCINAR ","","7.00","2.09 €","14.63 €","","7.00","","2.09 €","14.63 €","A0","PROD. FRESCOS",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","1","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"002570","SUAVIZ.MICAL COLONIA 3L","","4.00","1.54 €","6.16 €","","4.00","","1.54 €","6.16 €","A3","PERF/DROG/BAZAR",""
"002626","SUAVIZ.MICAL MARSE.3L","","4.00","1.54 €","6.16 €","","4.00","","1.51 €","6.06 €","A3","PERF/DROG/BAZAR",""
"002814","LIMPIADOR CIF BCO.CREMA ","","10.00","2.05 €","20.50 €","","10.00","","2.04 €","20.38 €","A3","PERF/DROG/BAZAR",""
"002922","ACTIVIA ","","10.00","2.43 €","24.31 €","","10.00","","2.38 €","23.81 €","A0","PROD. FRESCOS",""
"003131","ARROZ BRILLANTE ","","9.00","1.04 €","9.36 €","","9.00","","1.04 €","9.34 €","AQ","ALIM. Y BEBIDAS",""
"003320","CREMA KNORR ","","-1.00","1.55 €","-1.55 €","","-1.00","","1.55 €","-1.55 €","AQ","ALIM. Y BEBIDAS",""
"003332","CAFE D.GUSTO ","","1.00","4.10 €","4.10 €","","1.00","","3.99 €","3.99 €","AQ","ALIM. Y BEBIDAS",""
"003381","LACA ELNETT FUERTE ","","3.00","4.70 €","14.10 €","","3.00","","4.20 €","12.60 €","A3","PERF/DROG/BAZAR",""
"003402","PIZZA DR.OETKER ","","1.00","2.65 €","2.65 €","","1.00","","2.65 €","2.65 €","A0","PROD. FRESCOS",""
"003405","GEL MICADERM DENTAL ","","10.00","0.69 €","6.90 €","","10.00","","0.68 €","6.81 €","A3","PERF/DROG/BAZAR",""
"003406","DENTIF.COLGATE FLUOR ","","8.00","1.57 €","12.56 €","","8.00","","1.32 €","10.54 €","A3","PERF/DROG/BAZAR",""
"003407","PIZZA DR.OETKER ","","2.00","2.65 €","5.30 €","","2.00","","2.54 €","5.08 €","A0","PROD. FRESCOS",""
"003409","DENTIF.COLGATE ","","5.00","1.57 €","7.85 €","","5.00","","1.49 €","7.47 €","A3","PERF/DROG/BAZAR",""
"003415","DENTIF.COLGATE ","","8.00","1.57 €","12.56 €","","8.00","","1.50 €","12.02 €","A3","PERF/DROG/BAZAR",""
"003418","CEPILLO DENTAL COLGATE ","","1.00","3.25 €","3.25 €","","1.00","","3.25 €","3.25 €","A3","PERF/DROG/BAZAR",""
"003462","DENTIF.COLGATE T.ACCION ","","12.00","1.35 €","16.20 €","","12.00","","1.36 €","16.36 €","A3","PERF/DROG/BAZAR",""
"003477","DENTIF.MICADERM ","","8.00","0.69 €","5.52 €","","8.00","","0.69 €","5.52 €","A3","PERF/DROG/BAZAR",""
"003490","ELIXIR LISTERINE ","","4.00","4.20 €","16.80 €","","4.00","","4.10 €","16.40 €","A3","PERF/DROG/BAZAR",""
"003522","DEO.DOVE SP. 200ML","","6.00","2.50 €","15.00 €","","6.00","","2.54 €","15.25 €","A3","PERF/DROG/BAZAR",""
"003523","DEO.DOVE ROLL-ON 50ML","","5.00","1.71 €","8.55 €","","5.00","","1.73 €","8.66 €","A3","PERF/DROG/BAZAR",""
"003552","DEO.REXONA ALOE ","","4.00","2.67 €","10.68 €","","4.00","","2.56 €","10.23 €","A3","PERF/DROG/BAZAR",""
"003597","DEO.SANEX EXT.CONTROL ","","6.00","1.60 €","9.60 €","","6.00","","1.60 €","9.60 €","A3","PERF/DROG/BAZAR",""
"003683","AFTER SHAVE NIVEA ","","3.00","4.90 €","14.70 €","","3.00","","4.90 €","14.70 €","A3","PERF/DROG/BAZAR",""
"003685","AFTER NIVEA ","","3.00","4.95 €","14.85 €","","3.00","","4.95 €","14.85 €","A3","PERF/DROG/BAZAR",""
"003762","BODY MILK LACTOVIT ","","4.00","3.15 €","12.60 €","","4.00","","3.15 €","12.60 €","A3","PERF/DROG/BAZAR",""
"003763","CREMA NIVEA LATA 150ML","","1.00","2.35 €","2.35 €","","1.00","","2.35 €","2.35 €","A3","PERF/DROG/BAZAR",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","2","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"003917","CREMA VEET DEPILAR FOR ","","4.00","3.85 €","15.40 €","","4.00","","3.85 €","15.40 €","A3","PERF/DROG/BAZAR",""
"004100","SEDA DENTAL ORAL B CERA ","","10.00","2.05 €","20.50 €","","10.00","","2.05 €","20.50 €","A3","PERF/DROG/BAZAR",""
"004119","JABON NENUCO LIQ.ALOE ","","9.00","2.19 €","19.71 €","","9.00","","2.19 €","19.71 €","A3","PERF/DROG/BAZAR",""
"004276","MASCAR.PANTENE ","","5.00","3.05 €","15.25 €","","5.00","","3.05 €","15.25 €","A3","PERF/DROG/BAZAR",""
"004327","ESPUMA FRUCTIS RIZOS ","","7.00","2.50 €","17.50 €","","7.00","","2.44 €","17.10 €","A3","PERF/DROG/BAZAR",""
"004371","ENJUAGUE MICADERM ","","7.00","0.97 €","6.79 €","","7.00","","0.97 €","6.76 €","A3","PERF/DROG/BAZAR",""
"004418","FLAN DANONE DEPOSTRE ","","-3.00","2.94 €","-8.82 €","","-3.00","","2.94 €","-8.82 €","A0","PROD. FRESCOS",""
"004597","JABON DOVE HIDRAT.2 ","","5.00","1.82 €","9.10 €","","5.00","","1.82 €","9.10 €","A3","PERF/DROG/BAZAR",""
"004727","ACTIVIA CREMOSO L.LIMON ","","6.00","1.55 €","9.29 €","","6.00","","1.55 €","9.29 €","A0","PROD. FRESCOS",""
"004773","ACTIVIA CREMOSO 0%","","3.00","1.93 €","5.79 €","","3.00","","1.55 €","4.64 €","A0","PROD. FRESCOS",""
"005007","PAPEL HIG.MICADERM 2C ","","9.00","3.72 €","33.48 €","","9.00","","3.65 €","32.86 €","A3","PERF/DROG/BAZAR",""
"005011","PAPEL HIG.MICADERM ","","20.00","3.29 €","65.80 €","","20.00","","3.29 €","65.80 €","A3","PERF/DROG/BAZAR",""
"005051","PAÑUELO MICADERM ","","30.00","0.89 €","26.70 €","","30.00","","0.89 €","26.70 €","A3","PERF/DROG/BAZAR",""
"005205","BACON GOURMET CINTAS ","","15.00","1.58 €","23.70 €","","16.00","","1.58 €","25.21 €","AD","CHARCUTERIA",""
"005256","COMPRESA EVAX COTTON ","","12.00","2.49 €","29.88 €","","12.00","","2.46 €","29.53 €","A3","PERF/DROG/BAZAR",""
"005257","COMPRESA EVAX F&S ","","3.00","1.37 €","4.11 €","","3.00","","1.37 €","4.11 €","A3","PERF/DROG/BAZAR",""
"005376","SERVILL.MICAL BCA.30X30 ","","5.00","2.05 €","10.25 €","","5.00","","2.05 €","10.25 €","A3","PERF/DROG/BAZAR",""
"005404","TALCO EUDERMIN 200G","","8.00","1.29 €","10.32 €","","8.00","","1.29 €","10.32 €","A3","PERF/DROG/BAZAR",""
"005411","SERVILL.MICAL BCA.33X33 ","","21.00","0.59 €","12.39 €","","22.00","","0.59 €","12.91 €","A3","PERF/DROG/BAZAR",""
"005476","COMPRESA TENA DISCREET ","","2.00","3.40 €","6.80 €","","2.00","","3.41 €","6.81 €","A3","PERF/DROG/BAZAR",""
"005601","ALCOHOL MICADERM ","","9.00","0.60 €","5.40 €","","9.00","","0.60 €","5.38 €","A3","PERF/DROG/BAZAR",""
"005608","AGUA OXIGENADA ","","19.00","0.38 €","7.22 €","","19.00","","0.38 €","7.17 €","A3","PERF/DROG/BAZAR",""
"005629","GINEBRA EMPIRE 70CL 37.5º","","1.00","5.25 €","5.25 €","","1.00","","4.75 €","4.75 €","AQ","ALIM. Y BEBIDAS",""
"005886","Y.DANONE MACED.FRESA ","","7.00","1.67 €","11.66 €","","7.00","","1.61 €","11.27 €","A0","PROD. FRESCOS",""
"005921","AGUA MICAL DESTILADA 2L","","3.00","0.59 €","1.77 €","","3.00","","0.59 €","1.77 €","A3","PERF/DROG/BAZAR",""
"005942","LEJIA MICAL COLOR 2L","","4.00","1.42 €","5.68 €","","4.00","","1.36 €","5.44 €","A3","PERF/DROG/BAZAR",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","3","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"006005","LIMPIADOR MR.MUSCLE ","","9.00","4.49 €","40.41 €","","9.00","","4.95 €","44.55 €","A3","PERF/DROG/BAZAR",""
"006043","PAPEL MICAL ","","8.00","1.72 €","13.76 €","","9.00","","1.72 €","15.47 €","A3","PERF/DROG/BAZAR",""
"006046","FILM MICAL TRANSP.CORTE ","","8.00","0.59 €","4.72 €","","8.00","","0.59 €","4.69 €","A3","PERF/DROG/BAZAR",""
"006059","CALLOS LITORAL ","","5.00","3.52 €","17.60 €","","5.00","","3.40 €","16.99 €","AQ","ALIM. Y BEBIDAS",""
"006070","LIMPIADOR PRONTO ","","9.00","2.10 €","18.90 €","","9.00","","2.10 €","18.90 €","A3","PERF/DROG/BAZAR",""
"006086","DESENGRAS.MICAL ","","3.00","1.18 €","3.54 €","","3.00","","1.22 €","3.66 €","A3","PERF/DROG/BAZAR",""
"006091","DESENGRAS. MICAL ","","4.00","1.40 €","5.60 €","","4.00","","1.40 €","5.60 €","A3","PERF/DROG/BAZAR",""
"006178","DETERG.MICAL ","","1.00","2.61 €","2.61 €","","1.00","","2.59 €","2.59 €","A3","PERF/DROG/BAZAR",""
"006180","DETERG.MICAL LIQ.GEL 40D ","","1.00","3.34 €","3.34 €","","1.00","","3.34 €","3.34 €","A3","PERF/DROG/BAZAR",""
"006183","DETERG.MICAL ALOE V.40D ","","1.00","2.61 €","2.61 €","","1.00","","2.61 €","2.61 €","A3","PERF/DROG/BAZAR",""
"006185","SUAVIZ.MICAL LAVANDA 3L","","4.00","1.54 €","6.16 €","","4.00","","1.50 €","6.02 €","A3","PERF/DROG/BAZAR",""
"006245","COCACOLA LIGHT PET 2L","","9.00","1.44 €","12.96 €","","9.00","","1.32 €","11.92 €","AQ","ALIM. Y BEBIDAS",""
"006246","COCACOLA S/CAF.PET 2L","","3.00","1.36 €","4.08 €","","3.00","","1.33 €","3.98 €","AQ","ALIM. Y BEBIDAS",""
"006247","SPRITE PET 2L","","5.00","1.26 €","6.30 €","","5.00","","1.26 €","6.30 €","AQ","ALIM. Y BEBIDAS",""
"006248","COCACOLA ZERO PET 2L","","24.00","1.32 €","31.68 €","","24.00","","1.30 €","31.27 €","AQ","ALIM. Y BEBIDAS",""
"006249","FANTA LIMON PET 2L","","9.00","1.29 €","11.61 €","","9.00","","1.29 €","11.57 €","AQ","ALIM. Y BEBIDAS",""
"006250","COCACOLA PET 2L","","24.00","1.32 €","31.68 €","","25.00","","1.32 €","32.89 €","AQ","ALIM. Y BEBIDAS",""
"006254","FANTA NARAN.ZERO PET 2L","","6.00","1.29 €","7.74 €","","6.00","","1.29 €","7.74 €","AQ","ALIM. Y BEBIDAS",""
"006255","FANTA LIMON ZERO PET 2L","","6.00","1.29 €","7.74 €","","6.00","","1.26 €","7.53 €","AQ","ALIM. Y BEBIDAS",""
"006256","FANTA LIMON ZERO LATA ","","46.00","0.50 €","23.00 €","","46.00","","0.48 €","22.11 €","AQ","ALIM. Y BEBIDAS",""
"006257","FANTA NARAN.ZERO LATA ","","35.00","0.52 €","18.20 €","","35.00","","0.52 €","18.12 €","AQ","ALIM. Y BEBIDAS",""
"006304","LEJIA MICAL 2L","","6.00","0.69 €","4.14 €","","6.00","","0.69 €","4.14 €","A3","PERF/DROG/BAZAR",""
"006316","LEJIA CONEJO 2L","","1.00","2.05 €","2.05 €","","1.00","","1.81 €","1.81 €","A3","PERF/DROG/BAZAR",""
"006326","LEJIA CONEJO ","","9.00","2.05 €","18.45 €","","9.00","","1.92 €","17.26 €","A3","PERF/DROG/BAZAR",""
"006370","AMONIACO MICAL 1L","","7.00","0.43 €","3.01 €","","7.00","","0.43 €","3.00 €","A3","PERF/DROG/BAZAR",""
"006372","SALFUMAN MICAL 1L","","2.00","0.50 €","1.00 €","","2.00","","0.50 €","1.00 €","A3","PERF/DROG/BAZAR",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","4","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"006376","LEJIA ACE UNIV.2L","","15.00","1.27 €","19.05 €","","15.00","","1.25 €","18.69 €","A3","PERF/DROG/BAZAR",""
"006381","LEJIA ACE 4L","","2.00","1.88 €","3.76 €","","2.00","","2.10 €","4.20 €","A3","PERF/DROG/BAZAR",""
"006392","AMONIACO MICAL PERF.1L","","3.00","0.40 €","1.20 €","","3.00","","0.40 €","1.20 €","A3","PERF/DROG/BAZAR",""
"006432","HELADO CALIPPO FRESA 5U","","1.00","3.55 €","3.55 €","","1.00","","3.33 €","3.33 €","A0","PROD. FRESCOS",""
"006489","GAMUZA VILEDA CRISTALES","","1.00","1.39 €","1.39 €","","1.00","","1.39 €","1.39 €","A3","PERF/DROG/BAZAR",""
"006511","GUANTES MICAL LATEX ","","6.00","0.63 €","3.78 €","","6.00","","0.63 €","3.78 €","A3","PERF/DROG/BAZAR",""
"006619","COCACOLA ZERO-ZERO ","","6.00","2.85 €","17.10 €","","6.00","","2.85 €","17.10 €","AQ","ALIM. Y BEBIDAS",""
"006631","RECOGEDOR PLASTIKEN ","","2.00","1.27 €","2.54 €","","2.00","","1.27 €","2.54 €","A3","PERF/DROG/BAZAR",""
"006664","FREGONA MICAL AMARILLA ","","14.00","0.76 €","10.64 €","","14.00","","0.75 €","10.54 €","A3","PERF/DROG/BAZAR",""
"006672","FREGONA VILEDA SUPER ","","1.00","1.45 €","1.45 €","","1.00","","1.34 €","1.34 €","A3","PERF/DROG/BAZAR",""
"006691","FREGONA MICAL MICROFI. ","","1.00","1.25 €","1.25 €","","1.00","","1.25 €","1.25 €","A3","PERF/DROG/BAZAR",""
"006733","LIMPIADOR XANPA PINO 1L","","17.00","1.14 €","19.38 €","","17.00","","1.09 €","18.61 €","A3","PERF/DROG/BAZAR",""
"006734","LIMPIADOR XANPA LIMON 1L","","18.00","1.14 €","20.52 €","","18.00","","1.13 €","20.34 €","A3","PERF/DROG/BAZAR",""
"006744","CAFE BONKA MOL.NAT.250G","","12.00","3.19 €","38.28 €","","12.00","","3.04 €","36.47 €","AQ","ALIM. Y BEBIDAS",""
"006745","CAFE BONKA MOL.MEZCLA ","","7.00","3.19 €","22.33 €","","7.00","","2.62 €","18.33 €","AQ","ALIM. Y BEBIDAS",""
"006757","QUESO PHILADELPHIA 65%","","-1.00","2.29 €","-2.29 €","","-1.00","","2.25 €","-2.25 €","AD","CHARCUTERIA",""
"006786","PAPEL HIG.NICKY 2C.4U","","33.00","0.84 €","27.72 €","","33.00","","0.83 €","27.37 €","A3","PERF/DROG/BAZAR",""
"006822","ACTIVIA NAT.AZUCARA.120G ","","4.00","2.17 €","8.68 €","","4.00","","2.05 €","8.20 €","A0","PROD. FRESCOS",""
"006932","KETCHUP GOURMET 300G","","-1.00","0.76 €","-0.76 €","","-1.00","","0.76 €","-0.76 €","AQ","ALIM. Y BEBIDAS",""
"006939","MOSTAZA GOURMET ","","7.00","0.90 €","6.30 €","","7.00","","0.90 €","6.30 €","AQ","ALIM. Y BEBIDAS",""
"006941","SALSA GOURMET BRAVA ","","16.00","1.10 €","17.60 €","","16.00","","1.12 €","17.93 €","AQ","ALIM. Y BEBIDAS",""
"007018","GALL.PRINCIPE BEUKELAER ","","-1.00","4.00 €","-4.00 €","","-1.00","","4.33 €","-4.33 €","AQ","ALIM. Y BEBIDAS",""
"007058","HELADO GOURMET ","","5.00","1.52 €","7.60 €","","5.00","","1.52 €","7.60 €","A0","PROD. FRESCOS",""
"007068","GUISANTE CARRETILLA ","","9.00","2.00 €","18.00 €","","10.00","","1.98 €","19.83 €","AQ","ALIM. Y BEBIDAS",""
"007093","SALSA GOURMET ","","13.00","1.17 €","15.21 €","","13.00","","1.16 €","15.11 €","AQ","ALIM. Y BEBIDAS",""
"007094","SALSA GOURMET ","","6.00","0.87 €","5.22 €","","6.00","","0.85 €","5.10 €","AQ","ALIM. Y BEBIDAS",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","5","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"007120","QUITAMANCH.KH7 ROPA ","","8.00","3.25 €","26.00 €","","9.00","","3.21 €","28.90 €","A3","PERF/DROG/BAZAR",""
"007192","SNACK KINDER BUENO ","","13.00","0.77 €","10.01 €","","13.00","","0.70 €","9.10 €","AQ","ALIM. Y BEBIDAS",""
"007214","SNACK CHEETOS STICKS ","","-4.00","1.24 €","-4.96 €","","-4.00","","1.24 €","-4.96 €","AQ","ALIM. Y BEBIDAS",""
"007299","ANTIPOLILLAS ORION ","","-4.00","2.00 €","-8.00 €","","-4.00","","2.00 €","-8.00 €","A3","PERF/DROG/BAZAR",""
"007496","CROQUETA GOURMET ","","10.00","1.16 €","11.60 €","","10.00","","1.15 €","11.51 €","A0","PROD. FRESCOS",""
"007497","CROQUETA GOURMET ","","7.00","1.43 €","10.01 €","","7.00","","1.43 €","10.01 €","A0","PROD. FRESCOS",""
"007536","COLGADOR PATO GEL ","","3.00","2.00 €","6.00 €","","3.00","","2.00 €","6.00 €","A3","PERF/DROG/BAZAR",""
"007540","LIMPIADOR PATO WC AZUL ","","11.00","1.90 €","20.90 €","","11.00","","1.92 €","21.11 €","A3","PERF/DROG/BAZAR",""
"007598","DESATASCADOR FORZA ","","11.00","4.80 €","52.80 €","","11.00","","5.00 €","55.00 €","A3","PERF/DROG/BAZAR",""
"008034","ALCACHOFA GOURMET ","","4.00","1.31 €","5.24 €","","4.00","","1.32 €","5.26 €","AQ","ALIM. Y BEBIDAS",""
"008036","ALCACHOFA GUTARRA ","","1.00","4.27 €","4.27 €","","1.00","","5.15 €","5.15 €","AQ","ALIM. Y BEBIDAS",""
"008060","ESPARRAGO BUJANDA ","","10.00","6.19 €","61.90 €","","10.00","","6.19 €","61.90 €","AQ","ALIM. Y BEBIDAS",""
"008064","GOLOSINA HARIBO OSITO ","","2.00","0.55 €","1.10 €","","2.00","","0.55 €","1.10 €","AQ","ALIM. Y BEBIDAS",""
"008096","ESPARRAGO GOURMET ","","7.00","1.45 €","10.15 €","","7.00","","1.46 €","10.21 €","AQ","ALIM. Y BEBIDAS",""
"008124","ESPARRAGO CARRETILLA ","","3.00","2.29 €","6.87 €","","3.00","","2.32 €","6.96 €","AQ","ALIM. Y BEBIDAS",""
"008128","ESPARRAGO CARRETILLA ","","34.00","2.20 €","74.80 €","","34.00","","2.20 €","74.80 €","AQ","ALIM. Y BEBIDAS",""
"008172","GUISANTE GOURMET 250G","","17.00","0.72 €","12.24 €","","17.00","","0.72 €","12.24 €","AQ","ALIM. Y BEBIDAS",""
"008201","ESPINACA GOURMET ","","2.00","1.58 €","3.16 €","","2.00","","1.59 €","3.18 €","AQ","ALIM. Y BEBIDAS",""
"008207","SNACK PERRO FRISKIES ","","4.00","2.30 €","9.20 €","","4.00","","2.30 €","9.20 €","AQ","ALIM. Y BEBIDAS",""
"008208","SNACK PERRO FRISKIES ","","4.00","1.71 €","6.84 €","","4.00","","1.71 €","6.84 €","AQ","ALIM. Y BEBIDAS",""
"008277","HABA GOURMET BABY 425G","","6.00","2.14 €","12.84 €","","6.00","","2.14 €","12.84 €","AQ","ALIM. Y BEBIDAS",""
"008315","TOMATE ORLANDO FRITO ","","10.00","1.18 €","11.80 €","","10.00","","1.17 €","11.70 €","AQ","ALIM. Y BEBIDAS",""
"008340","TOMATE GOURMET FRITO ","","-4.00","0.66 €","-2.64 €","","-4.00","","0.52 €","-2.08 €","AQ","ALIM. Y BEBIDAS",""
"008343","TOMATE GOURMET FRITO ","","12.00","0.82 €","9.84 €","","12.00","","0.82 €","9.84 €","AQ","ALIM. Y BEBIDAS",""
"008352","TOMATE GOURMET ","","20.00","0.63 €","12.60 €","","20.00","","0.63 €","12.59 €","AQ","ALIM. Y BEBIDAS",""
"008353","TOMATE GOURMET ","","11.00","1.12 €","12.32 €","","11.00","","1.12 €","12.32 €","AQ","ALIM. Y BEBIDAS",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","6","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"008384","TOMATE GOURMET ","","10.00","0.87 €","8.70 €","","10.00","","0.87 €","8.70 €","AQ","ALIM. Y BEBIDAS",""
"008385","TOMATE GOURMET ","","13.00","0.54 €","7.02 €","","14.00","","0.54 €","7.54 €","AQ","ALIM. Y BEBIDAS",""
"008393","TOMATE ORLANDO ","","14.00","1.24 €","17.36 €","","14.00","","1.24 €","17.31 €","AQ","ALIM. Y BEBIDAS",""
"008394","TOMATE ORLANDO ","","6.00","1.90 €","11.40 €","","6.00","","1.70 €","10.19 €","AQ","ALIM. Y BEBIDAS",""
"008425","ACELGA GUTARRA PENCA ","","6.00","2.75 €","16.50 €","","6.00","","2.75 €","16.50 €","AQ","ALIM. Y BEBIDAS",""
"008426","BORRAJA GOURMET 1ª ","","8.00","1.48 €","11.84 €","","8.00","","1.48 €","11.84 €","AQ","ALIM. Y BEBIDAS",""
"008428","CARDO GOURMET ","","19.00","1.06 €","20.14 €","","19.00","","1.06 €","20.14 €","AQ","ALIM. Y BEBIDAS",""
"008431","ACELGA GOURMET ","","10.00","1.25 €","12.50 €","","10.00","","1.25 €","12.50 €","AQ","ALIM. Y BEBIDAS",""
"008437","JUDIA GOURMET VERDE ","","5.00","1.38 €","6.90 €","","5.00","","1.38 €","6.90 €","AQ","ALIM. Y BEBIDAS",""
