"030017","AGUA SOLAN DE CABRAS ","","63.00","0.43 €","27.09 €","","63.00","","0.43 €","26.96 €","AQ","ALIM. Y BEBIDAS",""
"030019","AGUA VICHY CATALAN ","","8.00","1.17 €","9.36 €","","8.00","","1.18 €","9.44 €","AQ","ALIM. Y BEBIDAS",""
"030033","AGUA SOLAN DE CABRAS 5L","","4.00","1.95 €","7.80 €","","4.00","","2.02 €","8.10 €","AQ","ALIM. Y BEBIDAS",""
"030037","AGUA SOLAN DE CABRAS ","","73.00","0.61 €","44.53 €","","74.00","","0.60 €","44.32 €","AQ","ALIM. Y BEBIDAS",""
"030043","AGUA BEZOYA NAT.5L","","9.00","1.60 €","14.40 €","","9.00","","1.60 €","14.39 €","AQ","ALIM. Y BEBIDAS",""
"030047","AGUA BEZOYA 1,5L","","82.00","0.50 €","41.00 €","","88.00","","0.51 €","44.80 €","AQ","ALIM. Y BEBIDAS",""
"030066","SIFON TOSCA ","","5.00","1.13 €","5.65 €","","5.00","","1.08 €","5.40 €","AQ","ALIM. Y BEBIDAS",""
"030083","AGUA GOURMET C/GAS 1,5L","","8.00","0.36 €","2.88 €","","8.00","","0.36 €","2.88 €","AQ","ALIM. Y BEBIDAS",""
"030108","AGUA LANJARON 1,5L","","108.00","0.49 €","52.92 €","","107.00","","0.49 €","52.15 €","AQ","ALIM. Y BEBIDAS",""
"030110","AGUA FONT VELLA PET 1,5L","","66.00","0.49 €","32.34 €","","66.00","","0.49 €","32.34 €","AQ","ALIM. Y BEBIDAS",""
"030111","AGUA FONT VELLA ","","130.00","0.34 €","44.20 €","","131.00","","0.34 €","44.53 €","AQ","ALIM. Y BEBIDAS",""
"030165","CERVEZA ALHAMBRA ","","33.00","0.43 €","14.19 €","","33.00","","0.43 €","14.10 €","AQ","ALIM. Y BEBIDAS",""
"030175","CERVEZA MAHOU ","","-20.00","0.69 €","-13.80 €","","-15.00","","0.69 €","-10.35 €","AQ","ALIM. Y BEBIDAS",""
"030176","CERVEZA MAHOU CLAS.1L ","","-6.00","1.26 €","-7.56 €","","-4.00","","1.26 €","-5.04 €","AQ","ALIM. Y BEBIDAS",""
"030189","CERVEZA S.MIGUEL 0.0 ","","3.00","2.18 €","6.54 €","","3.00","","2.18 €","6.54 €","AQ","ALIM. Y BEBIDAS",""
"030194","CERVEZA AMSTEL LATA ","","4.00","0.35 €","1.40 €","","4.00","","0.34 €","1.37 €","AQ","ALIM. Y BEBIDAS",""
"030202","CERVEZA CRUZCAMPO 1L ","","7.00","1.33 €","9.31 €","","7.00","","1.25 €","8.75 €","AQ","ALIM. Y BEBIDAS",""
"030211","CERVEZA MAHOU 5* 25CL P-","","8.00","2.74 €","21.92 €","","8.00","","2.65 €","21.17 €","AQ","ALIM. Y BEBIDAS",""
"030212","CERVEZA MAHOU 5* LATA ","","-31.00","0.50 €","-15.50 €","","-31.00","","0.50 €","-15.50 €","AQ","ALIM. Y BEBIDAS",""
"030214","CERVEZA MAHOU ","","-1,454.00","0.48 €","-697.92 €","","-1,432.00","","0.48 €","-687.36 €","AQ","ALIM. Y BEBIDAS",""
"030215","CERVEZA MAHOU ","","2.00","2.42 €","4.84 €","","2.00","","2.42 €","4.84 €","AQ","ALIM. Y BEBIDAS",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","23","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"030225","CERVEZA GOURMET BOT.1L ","","18.00","0.83 €","14.94 €","","22.00","","0.83 €","18.26 €","AQ","ALIM. Y BEBIDAS",""
"030239","CERVEZA VOLL DAMM LATA ","","19.00","0.64 €","12.16 €","","19.00","","0.65 €","12.26 €","AQ","ALIM. Y BEBIDAS",""
"030242","CERVEZA S.MIGUEL LATA ","","24.00","0.61 €","14.64 €","","24.00","","0.61 €","14.64 €","AQ","ALIM. Y BEBIDAS",""
"030246","CERVEZA S.MIGUEL 1L 5.4º","","7.00","1.25 €","8.75 €","","8.00","","1.25 €","10.00 €","AQ","ALIM. Y BEBIDAS",""
"030260","CERVEZA DESPERADOS ","","34.00","0.88 €","29.92 €","","34.00","","0.86 €","29.29 €","AQ","ALIM. Y BEBIDAS",""
"030266","CERVEZA HEINEKEN LATA ","","7.00","0.96 €","6.72 €","","7.00","","0.89 €","6.23 €","AQ","ALIM. Y BEBIDAS",""
"030268","CERVEZA BUDWEISER LATA ","","15.00","0.63 €","9.45 €","","15.00","","0.59 €","8.80 €","AQ","ALIM. Y BEBIDAS",""
"030272","CERVEZA TOP BEER LATA ","","78.00","0.39 €","30.42 €","","80.00","","0.39 €","31.20 €","AQ","ALIM. Y BEBIDAS",""
"030273","CERVEZA SHANDY ","","6.00","1.96 €","11.76 €","","6.00","","1.94 €","11.64 €","AQ","ALIM. Y BEBIDAS",""
"030279","CERVEZA CORONA ","","20.00","0.97 €","19.40 €","","20.00","","0.97 €","19.40 €","AQ","ALIM. Y BEBIDAS",""
"030286","CERVEZA HEINEKEN 25CL ","","2.00","3.26 €","6.52 €","","2.00","","3.17 €","6.33 €","AQ","ALIM. Y BEBIDAS",""
"030289","CERVEZA HEINEKEN LATA ","","27.00","0.50 €","13.50 €","","27.00","","0.53 €","14.40 €","AQ","ALIM. Y BEBIDAS",""
"030291","CERVEZA S.MIGUEL 25CL P-","","10.00","2.23 €","22.30 €","","10.00","","1.95 €","19.50 €","AQ","ALIM. Y BEBIDAS",""
"030292","CERVEZA S.MIGUEL LATA ","","37.00","0.39 €","14.43 €","","37.00","","0.41 €","15.14 €","AQ","ALIM. Y BEBIDAS",""
"030301","CERVEZA BUCKLER 0.0 ","","12.00","0.46 €","5.52 €","","12.00","","0.46 €","5.55 €","AQ","ALIM. Y BEBIDAS",""
"030304","CERVEZA ALHAMBRA 1925 ","","7.00","4.03 €","28.21 €","","7.00","","3.93 €","27.54 €","AQ","ALIM. Y BEBIDAS",""
"030308","PEPSI ZERO LATA 33CL","","58.00","0.42 €","24.36 €","","59.00","","0.41 €","24.08 €","AQ","ALIM. Y BEBIDAS",""
"030309","PEPSI LATA 33CL","","93.00","0.42 €","39.06 €","","95.00","","0.41 €","38.76 €","AQ","ALIM. Y BEBIDAS",""
"030315","PEPSI PET 1L","","32.00","0.63 €","20.16 €","","33.00","","0.62 €","20.49 €","AQ","ALIM. Y BEBIDAS",""
"030327","COCACOLA S/CAF.LATA 33CL","","47.00","0.58 €","27.26 €","","49.00","","0.59 €","28.87 €","AQ","ALIM. Y BEBIDAS",""
"030329","COCACOLA PET 50CL","","29.00","1.06 €","30.74 €","","29.00","","1.06 €","30.73 €","AQ","ALIM. Y BEBIDAS",""
"030332","COCACOLA LIGHT LATA ","","49.00","0.58 €","28.42 €","","49.00","","0.59 €","28.90 €","AQ","ALIM. Y BEBIDAS",""
"030341","SPRITE LATA 33CL","","33.00","0.45 €","14.85 €","","33.00","","0.45 €","14.83 €","AQ","ALIM. Y BEBIDAS",""
"030342","TONICA SCHWEPPES PET ","","12.00","1.20 €","14.40 €","","12.00","","1.13 €","13.56 €","AQ","ALIM. Y BEBIDAS",""
"030343","TONICA SCHWEPPES ZERO ","","34.00","0.66 €","22.44 €","","34.00","","0.65 €","22.25 €","AQ","ALIM. Y BEBIDAS",""
"030356","TONICA GOURMET 1,5L","","11.00","0.67 €","7.37 €","","12.00","","0.65 €","7.80 €","AQ","ALIM. Y BEBIDAS",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","24","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"030368","NESTEA LIMON S/AZUC.LATA ","","8.00","0.55 €","4.40 €","","8.00","","0.54 €","4.30 €","AQ","ALIM. Y BEBIDAS",""
"030370","NESTEA LIMON LATA 33CL","","23.00","0.55 €","12.65 €","","26.00","","0.56 €","14.69 €","AQ","ALIM. Y BEBIDAS",""
"030418","FANTA LIMON LATA 33CL","","34.00","0.50 €","17.00 €","","35.00","","0.51 €","17.91 €","AQ","ALIM. Y BEBIDAS",""
"030419","FANTA NARAN.LATA 33CL","","17.00","0.52 €","8.84 €","","18.00","","0.52 €","9.36 €","AQ","ALIM. Y BEBIDAS",""
"030437","COCACOLA ZERO LATA 33CL","","40.00","0.58 €","23.20 €","","44.00","","0.58 €","25.50 €","AQ","ALIM. Y BEBIDAS",""
"030446","TONICA SCHWEPPES LATA ","","46.00","0.66 €","30.36 €","","48.00","","0.61 €","29.52 €","AQ","ALIM. Y BEBIDAS",""
"030447","SCHWEPPES LIMON LATA ","","-6.00","0.52 €","-3.12 €","","-6.00","","0.51 €","-3.06 €","AQ","ALIM. Y BEBIDAS",""
"030458","COCACOLA LATA 33CL","","-20.00","0.60 €","-12.00 €","","-15.00","","0.60 €","-9.06 €","AQ","ALIM. Y BEBIDAS",""
"030460","COCACOLA LATA 33CL P-12 ","","2.00","7.36 €","14.72 €","","3.00","","7.24 €","21.73 €","AQ","ALIM. Y BEBIDAS",""
"030469","GASEOSA LA CASERA PET ","","23.00","0.78 €","17.94 €","","23.00","","0.75 €","17.23 €","AQ","ALIM. Y BEBIDAS",""
"030493","REFRESCO TRINA ","","45.00","0.42 €","18.90 €","","45.00","","0.42 €","18.86 €","AQ","ALIM. Y BEBIDAS",""
"030500","RED BULL BAYA JUNIO LATA ","","-4.00","0.99 €","-3.96 €","","-4.00","","0.97 €","-3.88 €","AQ","ALIM. Y BEBIDAS",""
"030506","AQUARIUS LATA 33CL","","60.00","0.66 €","39.60 €","","60.00","","0.65 €","39.23 €","AQ","ALIM. Y BEBIDAS",""
"030508","REFRESCO SEVEN UP LATA ","","37.00","0.39 €","14.43 €","","37.00","","0.40 €","14.76 €","AQ","ALIM. Y BEBIDAS",""
"030517","KAS LIMON LATA 33CL","","11.00","0.49 €","5.39 €","","11.00","","0.38 €","4.18 €","AQ","ALIM. Y BEBIDAS",""
"030520","GASEOSA GOURMET 1,5L","","5.00","0.37 €","1.85 €","","5.00","","0.37 €","1.85 €","AQ","ALIM. Y BEBIDAS",""
"030521","REFRESCO GOURMET ","","10.00","0.62 €","6.20 €","","10.00","","0.62 €","6.18 €","AQ","ALIM. Y BEBIDAS",""
"030522","REFRESCO GOURMET ","","3.00","0.62 €","1.86 €","","4.00","","0.65 €","2.60 €","AQ","ALIM. Y BEBIDAS",""
"030523","REFRESCO GOURMET COLA ","","25.00","0.62 €","15.50 €","","25.00","","0.62 €","15.49 €","AQ","ALIM. Y BEBIDAS",""
"030577","AQUARIUS NARAN.LATA ","","42.00","0.66 €","27.72 €","","43.00","","0.66 €","28.25 €","AQ","ALIM. Y BEBIDAS",""
"030601","RED BULL SUGARFREE ","","20.00","1.02 €","20.40 €","","21.00","","1.02 €","21.40 €","AQ","ALIM. Y BEBIDAS",""
"030608","POWERADE B.ORANGE ","","8.00","1.01 €","8.08 €","","8.00","","0.98 €","7.85 €","AQ","ALIM. Y BEBIDAS",""
"030611","POWERADE ICE STORM ","","7.00","1.01 €","7.07 €","","7.00","","0.98 €","6.88 €","AQ","ALIM. Y BEBIDAS",""
"030639","COCACOLA ZERO-ZERO ","","2.00","7.36 €","14.72 €","","2.00","","7.26 €","14.52 €","AQ","ALIM. Y BEBIDAS",""
"030660","CERVEZA S.MIGUEL 0.0 ","","33.00","0.45 €","14.85 €","","33.00","","0.45 €","14.85 €","AQ","ALIM. Y BEBIDAS",""
"030666","CERVEZA TOP BEER LATA ","","28.00","0.27 €","7.56 €","","28.00","","0.27 €","7.54 €","AQ","ALIM. Y BEBIDAS",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","25","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"030667","CERVEZA TOP BEER 1L 4.5º","","18.00","0.83 €","14.94 €","","20.00","","0.83 €","16.60 €","AQ","ALIM. Y BEBIDAS",""
"030668","CERVEZA TOP BEER 0,0 ","","6.00","0.27 €","1.62 €","","6.00","","0.27 €","1.62 €","AQ","ALIM. Y BEBIDAS",""
"030736","TONICA LIMON SCHWEPPES ","","-8.00","0.66 €","-5.28 €","","-8.00","","0.61 €","-4.88 €","AQ","ALIM. Y BEBIDAS",""
"030746","LIMONADA D.SIMON LIGHT ","","29.00","0.84 €","24.36 €","","29.00","","0.84 €","24.36 €","AQ","ALIM. Y BEBIDAS",""
"030776","GALL.OREO DOBLE CREMA ","","13.00","1.44 €","18.72 €","","13.00","","1.30 €","16.90 €","AQ","ALIM. Y BEBIDAS",""
"030840","AGUA SOLAN DE CABRAS ","","53.00","0.50 €","26.50 €","","54.00","","0.54 €","29.39 €","AQ","ALIM. Y BEBIDAS",""
"030967","HUEVO L 63-73G 6 U.","","-4.00","1.35 €","-5.40 €","","-4.00","","1.03 €","-4.12 €","AC","CARNE",""
"031008","CAVA J.SERRA B.NAT.75CL ","","3.00","3.10 €","9.30 €","","3.00","","2.40 €","7.20 €","AQ","ALIM. Y BEBIDAS",""
"031103","GASEOSA GOURMET 50CL","","19.00","0.21 €","3.99 €","","19.00","","0.21 €","3.99 €","AQ","ALIM. Y BEBIDAS",""
"031128","AGUA GOURMET C/GAS ","","8.00","0.22 €","1.76 €","","9.00","","0.22 €","1.98 €","AQ","ALIM. Y BEBIDAS",""
"031555","TOMATE GOURMET FRITO ","","8.00","0.69 €","5.52 €","","8.00","","0.69 €","5.52 €","AQ","ALIM. Y BEBIDAS",""
"031610","SIDRA EL GAITERO 75 CL ","","5.00","1.99 €","9.95 €","","5.00","","1.98 €","9.90 €","AQ","ALIM. Y BEBIDAS",""
"031726","TOMATE GOURMET FRITO ","","4.00","1.54 €","6.16 €","","4.00","","1.54 €","6.14 €","AQ","ALIM. Y BEBIDAS",""
"031792","PONCHE CABALLERO 70CL ","","6.00","8.29 €","49.74 €","","6.00","","7.99 €","47.94 €","AQ","ALIM. Y BEBIDAS",""
"031805","BEBIDA ALPRO SOJA 1L","","11.00","1.48 €","16.28 €","","11.00","","1.47 €","16.13 €","AQ","ALIM. Y BEBIDAS",""
"032029","CALDO KNORR PESC.80G 8 ","","25.00","0.80 €","20.00 €","","25.00","","0.91 €","22.75 €","AQ","ALIM. Y BEBIDAS",""
"032039","CALDO KNORR CARNE 240G ","","19.00","2.26 €","42.94 €","","19.00","","2.20 €","41.80 €","AQ","ALIM. Y BEBIDAS",""
"032086","CALDO AVECREM POLLO ","","4.00","0.89 €","3.56 €","","4.00","","0.89 €","3.56 €","AQ","ALIM. Y BEBIDAS",""
"032105","SOPA G.BLANCA AVE ","","9.00","0.64 €","5.76 €","","9.00","","0.64 €","5.76 €","AQ","ALIM. Y BEBIDAS",""
"032106","SOPA G.BLANCA VERD.51G","","23.00","0.64 €","14.72 €","","23.00","","0.64 €","14.72 €","AQ","ALIM. Y BEBIDAS",""
"032107","SOPA G.BLANCA JARDINERA ","","7.00","0.64 €","4.48 €","","7.00","","0.66 €","4.62 €","AQ","ALIM. Y BEBIDAS",""
"032108","SOPA G.BLANCA MARAVILLA ","","19.00","0.64 €","12.16 €","","19.00","","0.64 €","12.12 €","AQ","ALIM. Y BEBIDAS",""
"032145","CREMA KNORR CALABAZA ","","1.00","1.77 €","1.77 €","","1.00","","1.86 €","1.86 €","AQ","ALIM. Y BEBIDAS",""
"032177","SOPINSTANT G.BLANCA ","","11.00","0.86 €","9.46 €","","11.00","","0.86 €","9.43 €","AQ","ALIM. Y BEBIDAS",""
"032361","TALLARIN G.BLANCA ","","8.00","1.79 €","14.32 €","","8.00","","1.79 €","14.34 €","AQ","ALIM. Y BEBIDAS",""
"032372","TALLARIN G.BLANCA ","","4.00","1.83 €","7.32 €","","4.00","","1.83 €","7.32 €","AQ","ALIM. Y BEBIDAS",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","26","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"032450","PESKITOS PESCANOVA ","","3.00","3.49 €","10.47 €","","3.00","","3.56 €","10.68 €","A0","PROD. FRESCOS",""
"032510","TORTITA BICENTURY MAIZ ","","6.00","1.43 €","8.58 €","","6.00","","1.43 €","8.58 €","AQ","ALIM. Y BEBIDAS",""
"032527","BEB.ENERG.ROCKSTAR ","","1.00","0.95 €","0.95 €","","1.00","","0.95 €","0.95 €","AQ","ALIM. Y BEBIDAS",""
"032535","BICARBONATO GOURMET ","","12.00","0.46 €","5.52 €","","13.00","","0.46 €","5.96 €","AQ","ALIM. Y BEBIDAS",""
"032592","AGUACATE GRANEL E/K","","-0.61","4.00 €","-2.46 €","","-0.61","","5.95 €","-3.65 €","AE","FRUTA",""
"032727","AMBIENT.A.WICK FM.WHITE ","","2.00","3.25 €","6.50 €","","2.00","","3.25 €","6.50 €","A3","PERF/DROG/BAZAR",""
"032757","PASTA GOURMET FIDEO Nº4 ","","13.00","0.57 €","7.41 €","","13.00","","0.70 €","9.10 €","AQ","ALIM. Y BEBIDAS",""
"032758","PASTA GOURMET TIBURON ","","21.00","0.57 €","11.97 €","","21.00","","0.58 €","12.23 €","AQ","ALIM. Y BEBIDAS",""
"032759","PASTA GOURMET ","","16.00","0.57 €","9.12 €","","16.00","","0.64 €","10.22 €","AQ","ALIM. Y BEBIDAS",""
"032760","PASTA GOURMET ","","20.00","0.75 €","15.00 €","","20.00","","0.71 €","14.11 €","AQ","ALIM. Y BEBIDAS",""
"032761","PASTA GOURMET ","","11.00","0.57 €","6.27 €","","11.00","","0.64 €","7.04 €","AQ","ALIM. Y BEBIDAS",""
"032781","PASTA GOURMET FIDEO Nº2 ","","10.00","0.57 €","5.70 €","","10.00","","0.53 €","5.29 €","AQ","ALIM. Y BEBIDAS",""
"032793","PASTA GOURMET ESPIRAL ","","7.00","0.72 €","5.04 €","","8.00","","0.72 €","5.77 €","AQ","ALIM. Y BEBIDAS",""
"032794","PASTA GOURMET ","","20.00","0.57 €","11.40 €","","20.00","","0.58 €","11.60 €","AQ","ALIM. Y BEBIDAS",""
"032795","PASTA GOURMET ","","19.00","0.57 €","10.83 €","","19.00","","0.58 €","11.01 €","AQ","ALIM. Y BEBIDAS",""
"032796","PASTA GOURMET TALLARIN ","","18.00","0.57 €","10.26 €","","18.00","","0.63 €","11.37 €","AQ","ALIM. Y BEBIDAS",""
"032837","CEBOLLA TIERNA FUENTES ","","-7.00","1.10 €","-7.70 €","","-7.00","","1.20 €","-8.40 €","AE","FRUTA",""
"033018","ARROZ NOMEN LARGO 1K","","13.00","1.29 €","16.77 €","","13.00","","1.27 €","16.56 €","AQ","ALIM. Y BEBIDAS",""
"033025","ARROZ BRILLANTE 1K","","8.00","1.74 €","13.92 €","","8.00","","1.74 €","13.92 €","AQ","ALIM. Y BEBIDAS",""
"033029","ARROZ BRILLANTE BASMATI ","","9.00","1.07 €","9.63 €","","9.00","","1.06 €","9.58 €","AQ","ALIM. Y BEBIDAS",""
"033045","ARROZ SOS 1ª 1K","","7.00","1.72 €","12.04 €","","7.00","","1.71 €","11.98 €","AQ","ALIM. Y BEBIDAS",""
"033049","ARROZ LA FALLERA BOMBA ","","7.00","5.04 €","35.28 €","","7.00","","4.89 €","34.23 €","AQ","ALIM. Y BEBIDAS",""
"033050","ARROZ LA FALLERA EXT.1K","","8.00","1.59 €","12.72 €","","8.00","","1.55 €","12.40 €","AQ","ALIM. Y BEBIDAS",""
"033061","ARROZ BRILLANTE ","","6.00","0.98 €","5.88 €","","6.00","","0.98 €","5.88 €","AQ","ALIM. Y BEBIDAS",""
"033201","ALUBIA GOURMET ","","6.00","1.22 €","7.32 €","","6.00","","1.20 €","7.20 €","AQ","ALIM. Y BEBIDAS",""
"033203","ALUBIA GOURMET BCA. 1K","","9.00","2.10 €","18.90 €","","9.00","","2.24 €","20.16 €","AQ","ALIM. Y BEBIDAS",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","27","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"033232","FRIJOL GOURMET 500G","","4.00","1.11 €","4.44 €","","4.00","","1.11 €","4.44 €","AQ","ALIM. Y BEBIDAS",""
"033236","BEB.ENERG.MONSTER ","","-10.00","1.22 €","-12.20 €","","-9.00","","1.22 €","-10.98 €","AQ","ALIM. Y BEBIDAS",""
"033278","HELADO GOURMET POLO ","","8.00","2.32 €","18.56 €","","8.00","","2.32 €","18.56 €","A0","PROD. FRESCOS",""
"033347","LAMBRUSCO M.CASALE ","","4.00","1.94 €","7.76 €","","4.00","","1.59 €","6.36 €","AQ","ALIM. Y BEBIDAS",""
"033406","GARBANZO GOURMET ","","8.00","1.09 €","8.72 €","","8.00","","1.09 €","8.68 €","AQ","ALIM. Y BEBIDAS",""
"033427","GARBANZO GOURMET ","","3.00","2.05 €","6.15 €","","3.00","","2.05 €","6.15 €","AQ","ALIM. Y BEBIDAS",""
"033450","NACHOS ZANUY C/SAL 200G","","-6.00","0.95 €","-5.70 €","","-6.00","","0.95 €","-5.70 €","AQ","ALIM. Y BEBIDAS",""
"033463","PIÑA GOURMET EN SU ","","1.00","2.25 €","2.25 €","","1.00","","2.24 €","2.24 €","AQ","ALIM. Y BEBIDAS",""
"033464","PIÑA GOURMET EN SU ","","9.00","1.37 €","12.33 €","","9.00","","1.37 €","12.30 €","AQ","ALIM. Y BEBIDAS",""
"033465","PIÑA GOURMET EN SU ","","8.00","1.82 €","14.56 €","","8.00","","1.80 €","14.43 €","AQ","ALIM. Y BEBIDAS",""
"033549","HELADO GOURMET MINI-","","17.00","2.20 €","37.40 €","","17.00","","2.20 €","37.40 €","A0","PROD. FRESCOS",""
"033557","BARQUILLO GOURMET ","","29.00","1.41 €","40.89 €","","29.00","","1.41 €","40.89 €","AQ","ALIM. Y BEBIDAS",""
"033610","LENTEJA GOURMET ","","6.00","1.97 €","11.82 €","","6.00","","1.97 €","11.82 €","AQ","ALIM. Y BEBIDAS",""
"033611","LENTEJA GOURMET RAPIDA ","","4.00","2.05 €","8.20 €","","4.00","","2.05 €","8.20 €","AQ","ALIM. Y BEBIDAS",""
"033620","LENTEJA GOURMET RAPIDA ","","11.00","1.02 €","11.22 €","","11.00","","1.02 €","11.17 €","AQ","ALIM. Y BEBIDAS",""
"033622","LENTEJA GOURMET ","","3.00","1.04 €","3.12 €","","3.00","","1.04 €","3.12 €","AQ","ALIM. Y BEBIDAS",""
"033727","COMIDA GATO FRISKIES ","","6.00","4.25 €","25.50 €","","6.00","","4.25 €","25.50 €","AQ","ALIM. Y BEBIDAS",""
"033980","DETERG.DIXAN GEL 30D","","4.00","3.95 €","15.80 €","","4.00","","3.45 €","13.81 €","A3","PERF/DROG/BAZAR",""
"033987","SOPA KNORR POLLO ","","7.00","0.97 €","6.79 €","","7.00","","0.65 €","4.55 €","AQ","ALIM. Y BEBIDAS",""
"033990","SOPA KNORR CEBO.46G","","15.00","0.95 €","14.25 €","","15.00","","0.95 €","14.25 €","AQ","ALIM. Y BEBIDAS",""
"034076","HARINA GALLO ","","11.00","1.38 €","15.18 €","","11.00","","1.36 €","15.00 €","AQ","ALIM. Y BEBIDAS",""
"034077","HARINA GALLO FREIR 1K","","7.00","1.35 €","9.45 €","","7.00","","1.35 €","9.45 €","AQ","ALIM. Y BEBIDAS",""
"034117","PATATA F.RAVICH ","","4.00","1.06 €","4.25 €","","4.00","","1.06 €","4.25 €","AQ","ALIM. Y BEBIDAS",""
"034128","PRINGLES CREAM & ONION ","","1.00","0.77 €","0.77 €","","1.00","","0.74 €","0.74 €","AQ","ALIM. Y BEBIDAS",""
"034180","TRYBLIS FRIT RAVICH 100G","","5.00","0.96 €","4.79 €","","5.00","","0.96 €","4.79 €","AQ","ALIM. Y BEBIDAS",""
"034183","BOCAFRIT F.RAVICH 65G ","","9.00","0.96 €","8.63 €","","9.00","","0.96 €","8.61 €","AQ","ALIM. Y BEBIDAS",""
"","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","28","","",""
"Infome de Stock En Fecha","","","","","Desde fecha:","","12/09/2025","","","","","",""
"Sección:","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","",""
"Tiendas : ","0001 - Tienda 0001","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"Cód.","Descripción","","Stock Actual","Coste","Val. Actual","","Stock En Fecha","","Coste F.","Valor F.","Cód. Sección","Nombre Sección",""
"034185","TRONKEES F.RAVICH 140G","","12.00","0.96 €","11.51 €","","12.00","","0.96 €","11.51 €","AQ","ALIM. Y BEBIDAS",""
"034233","PASTA+RUCULA FLORETTE ","","-2.00","2.60 €","-5.20 €","","-2.00","","2.55 €","-5.10 €","AE","FRUTA",""
"034308","PATATA LAY'S HORNO SAL ","","-2.00","1.53 €","-3.06 €","","-2.00","","1.72 €","-3.44 €","AQ","ALIM. Y BEBIDAS",""
"034322","GALL.GULLON ZERO ","","3.00","1.37 €","4.11 €","","3.00","","1.37 €","4.10 €","AQ","ALIM. Y BEBIDAS",""
"034390","PATATA GOURMET CHIPS ","","5.00","0.85 €","4.25 €","","5.00","","0.85 €","4.23 €","AQ","ALIM. Y BEBIDAS",""
"034391","PATATA GOURMET ","","11.00","0.85 €","9.35 €","","11.00","","0.85 €","9.33 €","AQ","ALIM. Y BEBIDAS",""
"034392","PATATA GOURMET ","","20.00","0.82 €","16.40 €","","20.00","","0.77 €","15.34 €","AQ","ALIM. Y BEBIDAS",""
"034410","PURE MOUSLINE PATATA ","","13.00","1.07 €","13.91 €","","13.00","","1.07 €","13.90 €","AQ","ALIM. Y BEBIDAS",""
"034413","PURE MOUSLINE PATATA ","","13.00","1.06 €","13.78 €","","13.00","","1.06 €","13.73 €","AQ","ALIM. Y BEBIDAS",""
"034421","SNACK CHEETOS PANDILLA ","","3.00","1.24 €","3.72 €","","3.00","","1.24 €","3.73 €","AQ","ALIM. Y BEBIDAS",""
