"SUMA EXPRESS FUENLABRADA","","","","","","","","","","","","","","",""
"Calle Almeania 4 LOCAL","","","","","","","","","","","","","","",""
"CP:","28943","","","","","","","","","","","","","",""
"Telf:","932924824","","","","","","","","","","","","","",""
"Web:","","","","","","","","","","","","","","",""
"Email:","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"Infome MERMAS","","","","De fecha","","01/08/2024","a fecha","31/08/2025","","","","","","",""
"006183","","DETERG.MICAL ALOE V.40D ","","-3.00","2.61 €","-7.83 €","-12.15 €","83.00","331.25 €","-3.61%","","Dif. Inventario","","Merma",""
"006246","","COCACOLA S/CAF.PET 2L","","-7.00","1.36 €","-9.52 €","-15.40 €","35.00","71.83 €","-20.00%","","Dif. Inventario","","Merma",""
"006248","","COCACOLA ZERO PET 2L","","-61.00","1.32 €","-80.52 €","-134.20 €","236.00","488.37 €","-25.85%","","Dif. Inventario","","Merma",""
"006249","","FANTA LIMON PET 2L","","-29.00","1.29 €","-37.41 €","-56.55 €","70.00","124.62 €","-41.43%","","Dif. Inventario","","Merma",""
"006250","","COCACOLA PET 2L","","-189.00","1.32 €","-249.48 €","-415.80 €","333.00","689.19 €","-56.76%","","Dif. Inventario","","Merma",""
"006251","","FANTA NARAN.PET 2L","","-54.00","1.29 €","-69.66 €","-105.30 €","121.00","214.47 €","-44.63%","","Dif. Inventario","","Merma",""
"006254","","FANTA NARAN.ZERO PET ","","-6.00","1.29 €","-7.74 €","-11.70 €","49.00","86.49 €","-12.24%","","Dif. Inventario","","Merma",""
"006255","","FANTA LIMON ZERO PET 2L","","0.00","1.29 €","0.00 €","0.00 €","26.00","45.80 €","0.00%","","Caducidad","","Merma",""
"006257","","FANTA NARAN.ZERO LATA ","","-22.00","0.52 €","-11.44 €","-17.60 €","53.00","42.19 €","-41.51%","","Dif. Inventario","","Merma",""
"006258","","COCACOLA PET 2L P-2","","1.00","2.85 €","2.85 €","4.19 €","79.00","316.90 €","1.27%","","Dif. Inventario","","Merma",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","1","","","","",""
"Infome MERMAS","","","","De fecha","","01/08/2024","a fecha","31/08/2025","","","","","","",""
"Sección:","","","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","","","",""
"Tipo:","","","","","","","","","","","","","","",""
"Motivo:","","","","","","","","","","","","","","",""
"Código","","Descripción","","Cant.","Coste","T. Coste","Valor","Cant. Vent.","V. Ventas","%","Motivo","","Tipo","",""
"006301","","LEJIA MICAL 1L","","-3.00","0.39 €","-1.17 €","-1.77 €","10.00","5.90 €","-30.00%","","Dif. Inventario","","Merma",""
"006304","","LEJIA MICAL 2L","","-5.00","0.69 €","-3.45 €","-4.95 €","97.00","94.59 €","-5.15%","","Dif. Inventario","","Merma",""
"006370","","AMONIACO MICAL 1L","","-6.00","0.43 €","-2.58 €","-4.80 €","54.00","43.20 €","-11.11%","","Dif. Inventario","","Merma",""
"006619","","COCACOLA ZERO-ZERO ","","14.00","2.85 €","39.90 €","58.66 €","45.00","180.50 €","31.11%","","Merma fresco","","Consumo propio",""
"006665","","FREGONA MICAL AZUL ","","-1.00","0.62 €","-0.62 €","-1.15 €","3.00","3.45 €","-33.33%","","Dif. Inventario","","Merma",""
"006672","","FREGONA VILEDA SUPER ","","-4.00","1.45 €","-5.80 €","-10.60 €","6.00","20.40 €","-66.67%","","Dif. Inventario","","Merma",""
"006691","","FREGONA MICAL MICROFI. ","","1.00","1.25 €","1.25 €","1.70 €","15.00","25.10 €","6.67%","","Dif. Inventario","","Merma",""
"006733","","LIMPIADOR XANPA PINO 1L","","2.00","1.14 €","2.28 €","3.62 €","17.00","26.43 €","11.76%","","Merma fresco","","Consumo propio",""
"006734","","LIMPIADOR XANPA LIMON ","","-10.00","1.14 €","-11.40 €","-15.00 €","16.00","24.00 €","-62.50%","","Merma fresco","","Consumo propio",""
"006745","","CAFE BONKA MOL.MEZCLA ","","1.00","3.19 €","3.19 €","3.95 €","14.00","48.00 €","7.14%","","Caducidad","","Merma",""
"006787","","PAPEL HIG.NICKY 2C. 12U","","-1.00","2.58 €","-2.58 €","-4.21 €","","","","","Dif. Inventario","","Merma",""
"007039","","TONICA SCHWEPPES ","","22.00","0.68 €","14.96 €","23.98 €","2.00","1.78 €","1100.00%","","Caducidad","","Merma",""
"007068","","GUISANTE CARRETILLA ","","1.00","2.00 €","2.00 €","2.89 €","5.00","14.45 €","20.00%","","Caducidad","","Merma",""
"008060","","ESPARRAGO BUJANDA ","","-11.00","6.19 €","-68.09 €","-105.49 €","","","","","Dif. Inventario","","Merma",""
"008064","","GOLOSINA HARIBO OSITO ","","-24.00","0.55 €","-13.20 €","-30.00 €","73.00","91.25 €","-32.88%","","Dif. Inventario","","Merma",""
"008315","","TOMATE ORLANDO FRITO ","","-8.00","1.18 €","-9.44 €","-13.04 €","27.00","44.01 €","-29.63%","","Dif. Inventario","","Merma",""
"008871","","ALIOLI CHOVI 180ML","","6.00","1.03 €","6.18 €","9.90 €","17.00","28.05 €","35.29%","","Caducidad","","Merma",""
"009199","","PATATA QUALITY CHIPS ","","9.00","0.38 €","3.42 €","5.67 €","25.00","14.73 €","36.00%","","Caducidad","","Merma",""
"009201","","PATATA GOURMET ","","6.00","1.23 €","7.38 €","10.50 €","50.00","86.90 €","12.00%","","Caducidad","","Merma",""
"009211","","FABADA LITORAL ","","-13.00","1.83 €","-23.79 €","-33.67 €","78.00","193.28 €","-16.67%","","Dif. Inventario","","Merma",""
"009218","","FABADA LITORAL ","","-3.00","3.78 €","-11.34 €","-14.67 €","51.00","249.39 €","-5.88%","","Dif. Inventario","","Merma",""
"009553","","LENTEJA LITORAL RIOJANA ","","-7.00","1.91 €","-13.37 €","-17.85 €","60.00","149.10 €","-11.67%","","Dif. Inventario","","Merma",""
"009621","","SALSA DE AJI BOTE 200ML","","-9.00","1.20 €","-10.80 €","-17.55 €","4.00","7.80 €","-225.00%","","Dif. Inventario","","Merma",""
"009670","","ANILLA GOURMET ROMANA ","","-4.00","2.87 €","-11.48 €","-15.96 €","6.00","23.90 €","-66.67%","","Dif. Inventario","","Merma",""
"010370","","AGUA COCO GOYA 350ML","","-24.00","0.88 €","-21.12 €","-38.40 €","124.00","198.40 €","-19.35%","","Dif. Inventario","","Merma",""
"010671","","ENSALADA CARRETILLA ","","-8.00","1.49 €","-11.92 €","-19.12 €","46.00","107.52 €","-17.39%","","Dif. Inventario","","Merma",""
"","","","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","2","","","","",""
"Infome MERMAS","","","","De fecha","","01/08/2024","a fecha","31/08/2025","","","","","","",""
"Sección:","","","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","","","",""
"Tipo:","","","","","","","","","","","","","","",""
"Motivo:","","","","","","","","","","","","","","",""
"Código","","Descripción","","Cant.","Coste","T. Coste","Valor","Cant. Vent.","V. Ventas","%","Motivo","","Tipo","",""
"010839","","CAFE KAIKU LATTE ","","2.00","1.31 €","2.62 €","3.70 €","417.00","755.77 €","0.48%","","Merma fresco","","Merma",""
"010841","","CAFE KAIKU ESPR.230ML","","-14.00","1.31 €","-18.34 €","-25.90 €","71.00","131.29 €","-19.72%","","Dif. Inventario","","Merma",""
"010904","","TOMATE ORLANDO FRITO ","","-29.00","0.59 €","-17.11 €","-30.45 €","190.00","199.50 €","-15.26%","","Dif. Inventario","","Merma",""
"011155","","BIFRUTAS PASCUAL ","","-7.00","2.19 €","-15.33 €","-18.55 €","","","","","Dif. Inventario","","Merma",""
"011237","","PIÑA DEL MONTE EN SU ","","1.00","3.99 €","3.99 €","4.95 €","2.00","9.38 €","50.00%","","Caducidad","","Merma",""
"011589","","BATIDO PULEVA FRESA ","","7.00","0.82 €","5.74 €","7.70 €","5.00","5.50 €","140.00%","","Caducidad","","Merma",""
"011590","","BATIDO PULEVA CACAO ","","21.00","0.82 €","17.22 €","23.10 €","3.00","2.64 €","700.00%","","Caducidad","","Merma",""
"012186","","AGUA AQUAREL ","","-42.00","0.24 €","-10.08 €","-25.20 €","45.00","27.00 €","-93.33%","","Dif. Inventario","","Merma",""
"012309","","MERMELADA LIGERESA ","","1.00","2.15 €","2.15 €","2.55 €","1.00","2.20 €","100.00%","","Merma fresco","","Merma",""
"012511","","AQUARIUS LIMON PET 1,5L","","-70.00","1.44 €","-100.80 €","-143.50 €","317.00","649.73 €","-22.08%","","Dif. Inventario","","Merma",""
"012512","","AQUARIUS NARAN. PET ","","-7.00","1.44 €","-10.08 €","-14.70 €","71.00","146.55 €","-9.86%","","Dif. Inventario","","Merma",""
"013142","","ACEITUNA EL SERPIS ","","1.00","1.60 €","1.60 €","2.09 €","9.00","18.81 €","11.11%","","Rotura","","Merma",""
"013156","","ACEITUNA GOURMET ","","-9.00","0.83 €","-7.47 €","-11.25 €","52.00","65.00 €","-17.31%","","Dif. Inventario","","Merma",""
"013609","","COCACOLA ZERO 33CL ","","1.00","7.36 €","7.36 €","10.91 €","21.00","217.80 €","4.76%","","Dif. Inventario","","Merma",""
"013797","","REFRESCO TANG ","","-1.00","0.56 €","-0.56 €","-0.85 €","39.00","30.56 €","-2.56%","","Dif. Inventario","","Merma",""
"014471","","PAN RUSTIK BAKERY ","","-2.00","2.19 €","-4.37 €","-5.78 €","79.00","219.71 €","-2.53%","","Dif. Inventario","","Merma",""
"015078","","COPO AVENA GOURMET ","","3.00","0.68 €","2.04 €","3.45 €","14.00","15.25 €","21.43%","","Caducidad","","Merma",""
"016023","","CAFE MARCILLA CREME ","","5.00","4.05 €","20.25 €","25.45 €","","","","","Caducidad","","Merma",""
"016026","","CAFE MARCILLA ","","-2.00","4.00 €","-8.00 €","-9.70 €","","","","","Dif. Inventario","","Merma",""
"016027","","CAFE MARCILLA ","","1.00","3.85 €","3.85 €","4.89 €","27.00","110.31 €","3.70%","","Merma fresco","","Merma",""
"016228","","GEL AGRADO BAÑO ","","-7.00","1.13 €","-7.91 €","-16.03 €","10.00","22.90 €","-70.00%","","Dif. Inventario","","Merma",""
"016235","","GEL AGRADO BAÑO MELON ","","-5.00","1.13 €","-5.65 €","-11.45 €","4.00","9.16 €","-125.00%","","Dif. Inventario","","Merma",""
"016250","","SAND. ÑAMING GO!","","-7.00","0.95 €","-6.65 €","-10.85 €","","","","","Dif. Inventario","","Merma",""
"016623","","CUAJADA ROYAL 48G","","9.00","1.25 €","11.25 €","14.76 €","1.00","1.00 €","900.00%","","Caducidad","","Merma",""
"016632","","NESCAFE DESC.200G","","5.00","6.49 €","32.45 €","36.95 €","10.00","66.53 €","50.00%","","Merma fresco","","Merma",""
"016719","","CEREAL EKO MIEL 150G","","2.00","2.35 €","4.70 €","7.00 €","1.00","3.50 €","200.00%","","Caducidad","","Merma",""
"","","","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","3","","","","",""
"Infome MERMAS","","","","De fecha","","01/08/2024","a fecha","31/08/2025","","","","","","",""
"Sección:","","","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","","","",""
"Tipo:","","","","","","","","","","","","","","",""
"Motivo:","","","","","","","","","","","","","","",""
"Código","","Descripción","","Cant.","Coste","T. Coste","Valor","Cant. Vent.","V. Ventas","%","Motivo","","Tipo","",""
"016939","","AJO GOURMET ","","1.00","0.64 €","0.64 €","1.10 €","40.18","44.20 €","2.49%","","Caducidad","","Merma",""
"016976","","PICADA GOURMET ","","6.00","1.07 €","6.42 €","10.44 €","","","","","Caducidad","","Merma",""
"017033","","GOLOSINA GOURMET ","","-1.00","0.74 €","-0.74 €","-1.00 €","16.00","15.20 €","-6.25%","","Dif. Inventario","","Merma",""
"017051","","CARAMELO GOURMET ","","-11.00","0.57 €","-6.27 €","-8.25 €","43.00","32.25 €","-25.58%","","Dif. Inventario","","Merma",""
"017466","","CERVEZA 1906 ","","1.00","4.51 €","4.51 €","7.65 €","4.00","30.60 €","25.00%","","Dif. Inventario","","Merma",""
"017469","","CERVEZA MAHOU ","","-26.00","0.64 €","-16.64 €","-26.00 €","120.00","120.00 €","-21.67%","","Dif. Inventario","","Merma",""
"017517","","ALBONDIGA CARRETILLA ","","-8.00","2.75 €","-22.00 €","-30.00 €","15.00","56.25 €","-53.33%","","Dif. Inventario","","Merma",""
"017518","","MACARRON CARRETILLA ","","-14.00","2.25 €","-31.50 €","-41.86 €","22.00","64.90 €","-63.64%","","Dif. Inventario","","Merma",""
"017519","","POLLO CARRETILLA AJILLO ","","-5.00","2.86 €","-14.30 €","-19.95 €","5.00","19.95 €","-100.00%","","Dif. Inventario","","Merma",""
"018846","","SAZONADOR OLD EL PASO ","","13.00","1.03 €","13.39 €","18.46 €","12.00","17.04 €","108.33%","","Merma fresco","","Merma",""
"019141","","MAYONESA HELLMANN'S ","","2.00","2.59 €","5.18 €","7.30 €","10.00","35.79 €","20.00%","","Merma fresco","","Merma",""
"019318","","SALCH.CAMPOFRIO ","","-59.00","1.83 €","-107.97 €","-132.75 €","116.00","259.95 €","-50.86%","","Dif. Inventario","","Merma",""
"019872","","JAMON CAMPOFRIO ","","-140.00","0.80 €","-112.00 €","-140.00 €","253.00","253.42 €","-55.34%","","Dif. Inventario","","Merma",""
"020039","","LECHE GOURMET ","","9.00","0.79 €","7.11 €","8.55 €","137.00","129.16 €","6.57%","","Merma fresco","","Merma",""
"020041","","LECHE GOURMET SEMI 1L","","-41.00","0.83 €","-34.03 €","-40.59 €","411.00","391.90 €","-9.98%","","Dif. Inventario","","Merma",""
"020170","","ENSALADA FLORETTE ","","-2.00","1.30 €","-2.60 €","-3.38 €","","","","","Dif. Inventario","","Merma",""
"020958","","CAFE D.GUSTO ","","2.00","3.99 €","7.98 €","9.98 €","","","","","Merma fresco","","Merma",""
"021333","","ENSAIMADA GOURMET ","","3.00","0.89 €","2.67 €","3.45 €","20.00","23.00 €","15.00%","","Caducidad","","Merma",""
"021573","","NESTEA LIMON ","","1.00","1.12 €","1.12 €","2.05 €","82.00","163.28 €","1.22%","","Dif. Inventario","","Merma",""
"021575","","NESTEA LIMON PET 1,5L","","-13.00","1.12 €","-14.56 €","-26.65 €","93.00","190.59 €","-13.98%","","Dif. Inventario","","Merma",""
"021647","","UVA BCA.S/PEPITA ","","1.00","2.25 €","2.25 €","3.48 €","3.00","5.67 €","33.33%","","Caducidad","","Merma",""
"021746","","VINO C.IZNAR R.DUERO ","","1.00","3.57 €","3.57 €","6.70 €","9.00","60.30 €","11.11%","","Dif. Inventario","","Merma",""
"218674","","QUESO GOURMET 4 ","","4.00","1.78 €","7.12 €","8.76 €","58.00","125.52 €","6.90%","","Caducidad","","Merma",""
"022025","","SETA FINDUS C/AJO ","","4.00","2.60 €","10.40 €","17.20 €","7.00","29.24 €","57.14%","","Caducidad","","Merma",""
"022040","","COLIFLOR FINDUS 400G","","4.00","1.44 €","5.76 €","7.80 €","1.00","1.95 €","400.00%","","Caducidad","","Merma",""
"022080","","MANTEQUILLA ASTURIANA ","","-2.00","2.72 €","-5.44 €","-7.30 €","19.00","69.29 €","-10.53%","","Dif. Inventario","","Merma",""
"","","","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","4","","","","",""
"Infome MERMAS","","","","De fecha","","01/08/2024","a fecha","31/08/2025","","","","","","",""
"Sección:","","","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","","","",""
"Tipo:","","","","","","","","","","","","","","",""
"Motivo:","","","","","","","","","","","","","","",""
"Código","","Descripción","","Cant.","Coste","T. Coste","Valor","Cant. Vent.","V. Ventas","%","Motivo","","Tipo","",""
"022407","","QUESO BABYBEL MINI 45% ","","1.00","2.73 €","2.73 €","3.35 €","11.00","29.04 €","9.09%","","Caducidad","","Merma",""
"022484","","QUESO G.BAQUERO SEMI ","","6.00","3.60 €","21.60 €","32.76 €","15.00","70.62 €","40.00%","","Caducidad","","Merma",""
"223539","","QUESO GOURMET ","","6.00","0.76 €","4.56 €","6.00 €","177.00","175.81 €","3.39%","","Merma fresco","","Consumo propio",""
"022717","","AGUA FONT VELLA ","","-3.00","1.52 €","-4.56 €","-6.87 €","42.00","96.18 €","-7.14%","","Dif. Inventario","","Merma",""
"022865","","QUESO CASERIO 45% MG 8 ","","2.00","1.38 €","2.76 €","3.42 €","36.00","61.38 €","5.56%","","Caducidad","","Merma",""
"023176","","PAN BIMBO MOLDE ","","-4.00","2.16 €","-8.63 €","-11.56 €","24.00","69.36 €","-16.67%","","Dif. Inventario","","Merma",""
"023349","","GALL.GULLON DIET-FIBRA ","","-15.00","2.29 €","-34.35 €","-52.35 €","18.00","62.82 €","-83.33%","","Dif. Inventario","","Merma",""
"023353","","GALL.PRINCIPE ","","6.00","1.89 €","11.34 €","15.90 €","11.00","25.85 €","54.55%","","Merma fresco","","Merma",""
"023356","","GALL.GULLON CREME ","","-29.00","2.51 €","-72.79 €","-101.21 €","53.00","177.97 €","-54.72%","","Dif. Inventario","","Merma",""
"023517","","MOSTO GREIP BCO.PET 1L","","2.00","1.55 €","3.10 €","5.30 €","9.00","23.85 €","22.22%","","Caducidad","","Merma",""
"023670","","PALMERITA GOURMET ","","8.00","0.92 €","7.36 €","12.40 €","16.00","24.75 €","50.00%","","Caducidad","","Merma",""
"023676","","TOSTADA ORTIZ MINI ","","-8.00","1.62 €","-12.96 €","-15.92 €","14.00","27.86 €","-57.14%","","Dif. Inventario","","Merma",""
"023716","","CARAMELO MENTOS ","","-20.00","0.61 €","-12.20 €","-26.00 €","7.00","9.10 €","-285.71%","","Dif. Inventario","","Merma",""
"023825","","CERVEZA E.GALICIA LATA ","","85.00","0.59 €","50.15 €","76.50 €","446.00","325.62 €","19.06%","","Dif. Inventario","","Merma",""
"023873","","Y.DANONE BEBER FRESA ","","-1.00","1.80 €","-1.80 €","-2.29 €","1.00","2.29 €","-100.00%","","Dif. Inventario","","Merma",""
"023886","","TORTA GOURMET ANIS ","","2.00","1.52 €","3.04 €","4.72 €","36.00","84.96 €","5.56%","","Caducidad","","Merma",""
"023901","","GALL.CHIPS AHOY MINI ","","1.00","1.78 €","1.78 €","2.09 €","44.00","93.85 €","2.27%","","Caducidad","","Merma",""
"024458","","JUGOSO HORNO MAGGI ","","3.00","0.85 €","2.55 €","3.60 €","4.00","4.80 €","75.00%","","Merma fresco","","Merma",""
"024572","","PIZZA CAMPOFRIO JAMON ","","-69.00","2.35 €","-162.15 €","-210.45 €","93.00","277.97 €","-74.19%","","Dif. Inventario","","Merma",""
"024575","","PIZZA CAMPOFRIO CARNE ","","-43.00","1.90 €","-81.70 €","-131.15 €","43.00","128.85 €","-100.00%","","Dif. Inventario","","Merma",""
"024698","","CREMA NUTELLA CACAO ","","4.00","3.26 €","13.04 €","15.80 €","18.00","43.88 €","22.22%","","Caducidad","","Merma",""
"024975","","AGUA GOURMET MINERAL ","","1.00","0.21 €","0.21 €","0.35 €","414.00","145.45 €","0.24%","","Caducidad","","Merma",""
"025021","","VINO D.SIMON BCO.BRICK ","","-12.00","1.15 €","-13.80 €","-19.80 €","109.00","183.06 €","-11.01%","","Dif. Inventario","","Merma",""
"025258","","VINO D.SIMON TTO.BRICK ","","-25.00","1.15 €","-28.75 €","-41.25 €","78.00","128.70 €","-32.05%","","Dif. Inventario","","Merma",""
"025273","","VINO ELEGIDO TTO.1L 13.5º","","0.00","1.85 €","0.00 €","0.00 €","173.00","448.07 €","0.00%","","Dif. Inventario","","Merma",""
"025783","","VINO C.OVANTE RIOJA ","","23.00","2.09 €","48.07 €","72.45 €","17.00","51.83 €","135.29%","","Dif. Inventario","","Merma",""
"","","","","","","","","","","","","","","",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","5","","","","",""
"Infome MERMAS","","","","De fecha","","01/08/2024","a fecha","31/08/2025","","","","","","",""
"Sección:","","","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","","","",""
"Tipo:","","","","","","","","","","","","","","",""
"Motivo:","","","","","","","","","","","","","","",""
"Código","","Descripción","","Cant.","Coste","T. Coste","Valor","Cant. Vent.","V. Ventas","%","Motivo","","Tipo","",""
"025835","","SANGRIA D.SIMON PET 1,5L ","","7.00","1.49 €","10.43 €","15.05 €","14.00","32.20 €","50.00%","","Dif. Inventario","","Merma",""
"025868","","RED BULL RED ED. SANDIA ","","-6.00","1.02 €","-6.12 €","-9.54 €","","","","","Dif. Inventario","","Merma",""
"025884","","CHICLE ORBIT FRESA ","","-29.00","0.55 €","-15.95 €","-37.41 €","23.00","20.25 €","-126.09%","","Dif. Inventario","","Merma",""
"025885","","CHICLE ORBIT ","","-37.00","16.00 €","-592.00 €","-47.73 €","53.00","40.29 €","-69.81%","","Dif. Inventario","","Merma",""
"025886","","CHICLE ORBIT ","","-64.00","0.55 €","-35.20 €","-82.56 €","50.00","55.65 €","-128.00%","","Dif. Inventario","","Merma",""
"025892","","CHICLE ORBIT MENTA ","","-61.00","16.80 €","-1.024,80","-72.59 €","76.00","81.13 €","-80.26%","","Dif. Inventario","","Merma",""
"","","","","","","€","","","","","","","","",""
"026512","","NUEZ GOURMET MONDADA ","","24.00","1.36 €","32.64 €","38.40 €","59.00","90.07 €","40.68%","","Caducidad","","Merma",""
"026516","","OREJON GOURMET ","","6.00","2.87 €","17.22 €","25.62 €","","","","","Caducidad","","Merma",""
"026520","","ALMENDRA GOURMET ","","15.00","1.45 €","21.75 €","29.85 €","17.00","33.47 €","88.24%","","Merma fresco","","Merma",""
"026525","","COCTEL GOURMET ","","3.00","1.51 €","4.53 €","6.87 €","51.00","105.96 €","5.88%","","Caducidad","","Merma",""
"026528","","PIPA GOURMET PELADA ","","8.00","0.60 €","4.80 €","8.08 €","48.00","45.60 €","16.67%","","Caducidad","","Merma",""
"026537","","MAIZ GOURMET FRITO ","","10.00","0.96 €","9.60 €","14.00 €","25.00","33.36 €","40.00%","","Caducidad","","Merma",""
"026573","","CARAMELO HALLS ","","-28.00","0.52 €","-14.56 €","-29.40 €","50.00","50.05 €","-56.00%","","Dif. Inventario","","Merma",""
"027108","","BITTER KAS S/ALC.LATA ","","-35.00","0.71 €","-24.85 €","-34.65 €","53.00","52.43 €","-66.04%","","Merma fresco","","Merma",""
"027109","","BITTER KAS S/ALC.20CL P-6","","5.00","4.02 €","20.10 €","27.15 €","","","","","Caducidad","","Merma",""
"027551","","PASTA GALLO SPAGHETTI ","","5.00","1.84 €","9.20 €","12.45 €","","","","","Caducidad","","Merma",""
"027727","","ARROZ TA TUNG 3 ","","4.00","2.58 €","10.32 €","13.96 €","","","","","Caducidad","","Merma",""
"028215","","LICOR MALIBU COCO ","","-4.00","9.29 €","-37.16 €","-48.76 €","4.00","48.76 €","-100.00%","","Dif. Inventario","","Merma",""
"028325","","TOMATE SURINVER ","","-19.00","0.95 €","-18.05 €","-26.22 €","38.00","52.44 €","-50.00%","","Dif. Inventario","","Merma",""
"028472","","LICOR BOWLING ","","-1.00","2.88 €","-2.88 €","-4.16 €","","","","","Dif. Inventario","","Merma",""
"028708","","CREMA BAILEYS WHISKY ","","1.00","11.09 €","11.09 €","15.89 €","2.00","30.58 €","50.00%","","Dif. Inventario","","Merma",""
"029394","","COCACOLA ZERO ZERO ","","-357.00","0.58 €","-207.06 €","-328.44 €","988.00","885.74 €","-36.13%","","Caducidad","","Merma",""
"029678","","NECTAR JUVER DISFRUTA ","","14.00","2.80 €","39.20 €","58.10 €","1.00","4.15 €","1400.00%","","Caducidad","","Merma",""
"029968","","NECTAR GOURMET PIÑA ","","3.00","1.44 €","4.32 €","6.45 €","14.00","30.10 €","21.43%","","Caducidad","","Merma",""
"030011","","AGUA AQUAREL SPORT ","","-44.00","0.31 €","-13.64 €","-26.40 €","22.00","13.20 €","-200.00%","","Dif. Inventario","","Merma",""
"030012","","AGUA AQUAREL 1,5L","","-47.00","0.45 €","-21.15 €","-32.90 €","206.00","127.90 €","-22.82%","","Dif. Inventario","","Merma",""
"viernes, 12 de septiembre de 2025","","","","","","","","","Página","6","","","","",""
"Infome MERMAS","","","","De fecha","","01/08/2024","a fecha","31/08/2025","","","","","","",""
"Sección:","","","","","","","","","","","","","","",""
"Familia:","","","","","","","","","","","","","","",""
"Subfamilia:","","","","","","","","","","","","","","",""
"Tipo:","","","","","","","","","","","","","","",""
"Motivo:","","","","","","","","","","","","","","",""
"Código","","Descripción","","Cant.","Coste","T. Coste","Valor","Cant. Vent.","V. Ventas","%","Motivo","","Tipo","",""
"030033","","AGUA SOLAN DE CABRAS ","","-15.00","1.95 €","-29.25 €","-40.50 €","26.00","70.05 €","-57.69%","","Dif. Inventario","","Merma",""
"030037","","AGUA SOLAN DE CABRAS ","","-220.00","0.61 €","-134.20 €","-209.00 €","586.00","534.98 €","-37.54%","","Dif. Inventario","","Merma",""
"030043","","AGUA BEZOYA NAT.5L","","-6.00","1.60 €","-9.60 €","-13.50 €","19.00","42.75 €","-31.58%","","Dif. Inventario","","Merma",""
"030047","","AGUA BEZOYA 1,5L","","-203.00","0.50 €","-101.50 €","-152.25 €","544.00","401.51 €","-37.32%","","Dif. Inventario","","Merma",""
"030108","","AGUA LANJARON 1,5L","","-92.00","0.49 €","-45.08 €","-69.00 €","294.00","219.83 €","-31.29%","","Rotura","","Merma",""
